"GEO_ID","NAME","B08302_001E","B08302_001M","B08302_002E","B08302_002M","B08302_003E","B08302_003M","B08302_004E","B08302_004M","B08302_005E","B08302_005M","B08302_006E","B08302_006M","B08302_007E","B08302_007M","B08302_008E","B08302_008M","B08302_009E","B08302_009M","B08302_010E","B08302_010M","B08302_011E","B08302_011M","B08302_012E","B08302_012M","B08302_013E","B08302_013M","B08302_014E","B08302_014M","B08302_015E","B08302_015M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!12:00 a.m. to 4:59 a.m.","Margin of Error!!Total!!12:00 a.m. to 4:59 a.m.","Estimate!!Total!!5:00 a.m. to 5:29 a.m.","Margin of Error!!Total!!5:00 a.m. to 5:29 a.m.","Estimate!!Total!!5:30 a.m. to 5:59 a.m.","Margin of Error!!Total!!5:30 a.m. to 5:59 a.m.","Estimate!!Total!!6:00 a.m. to 6:29 a.m.","Margin of Error!!Total!!6:00 a.m. to 6:29 a.m.","Estimate!!Total!!6:30 a.m. to 6:59 a.m.","Margin of Error!!Total!!6:30 a.m. to 6:59 a.m.","Estimate!!Total!!7:00 a.m. to 7:29 a.m.","Margin of Error!!Total!!7:00 a.m. to 7:29 a.m.","Estimate!!Total!!7:30 a.m. to 7:59 a.m.","Margin of Error!!Total!!7:30 a.m. to 7:59 a.m.","Estimate!!Total!!8:00 a.m. to 8:29 a.m.","Margin of Error!!Total!!8:00 a.m. to 8:29 a.m.","Estimate!!Total!!8:30 a.m. to 8:59 a.m.","Margin of Error!!Total!!8:30 a.m. to 8:59 a.m.","Estimate!!Total!!9:00 a.m. to 9:59 a.m.","Margin of Error!!Total!!9:00 a.m. to 9:59 a.m.","Estimate!!Total!!10:00 a.m. to 10:59 a.m.","Margin of Error!!Total!!10:00 a.m. to 10:59 a.m.","Estimate!!Total!!11:00 a.m. to 11:59 a.m.","Margin of Error!!Total!!11:00 a.m. to 11:59 a.m.","Estimate!!Total!!12:00 p.m. to 3:59 p.m.","Margin of Error!!Total!!12:00 p.m. to 3:59 p.m.","Estimate!!Total!!4:00 p.m. to 11:59 p.m.","Margin of Error!!Total!!4:00 p.m. to 11:59 p.m.",
"1500000US250250919003","Block Group 3, Census Tract 919, Suffolk County, Massachusetts","535","229","32","40","22","29","51","80","88","71","110","52","14","21","28","45","8","13","23","37","27","30","18","20","15","21","60","37","39","32",
"1500000US250250919004","Block Group 4, Census Tract 919, Suffolk County, Massachusetts","318","148","12","17","35","33","0","12","28","35","29","31","67","56","87","56","14","23","10","15","0","12","12","17","0","12","15","23","9","16",
"1500000US250250920001","Block Group 1, Census Tract 920, Suffolk County, Massachusetts","552","212","24","33","20","34","95","64","11","17","16","27","74","57","10","16","40","29","27","35","0","12","0","12","0","12","56","50","179","192",
"1500000US250250920002","Block Group 2, Census Tract 920, Suffolk County, Massachusetts","574","198","40","60","9","17","0","12","73","48","14","21","25","30","45","53","115","80","20","24","36","39","83","68","0","12","114","74","0","12",
"1500000US250250920003","Block Group 3, Census Tract 920, Suffolk County, Massachusetts","517","227","31","44","9","18","30","31","126","152","71","60","70","81","15","23","45","43","9","15","0","12","24","28","23","32","48","59","16","26",
"1500000US250250920004","Block Group 4, Census Tract 920, Suffolk County, Massachusetts","526","203","0","12","16","24","55","74","44","38","101","66","47","46","42","43","109","73","0","12","37","42","0","12","0","12","35","39","40","49",
"1500000US250250921011","Block Group 1, Census Tract 921.01, Suffolk County, Massachusetts","863","318","0","12","82","120","15","24","28","44","66","62","208","128","102","101","67","83","16","25","63","78","39","37","0","12","10","20","167","175",
"1500000US250250921012","Block Group 2, Census Tract 921.01, Suffolk County, Massachusetts","837","402","0","12","189","239","17","27","67","111","59","80","127","118","58","53","26","65","8","15","152","127","55","76","0","12","79","85","0","12",
"1500000US250250921013","Block Group 3, Census Tract 921.01, Suffolk County, Massachusetts","162","89","0","12","0","12","36","41","0","12","0","12","15","26","0","12","39","46","35","40","0","12","0","12","0","12","19","31","18","29",
"1500000US250250921014","Block Group 4, Census Tract 921.01, Suffolk County, Massachusetts","399","174","0","12","10","23","11","19","72","68","61","72","41","50","18","27","77","92","0","12","69","71","5","24","0","12","24","31","11","18",
"1500000US250250921015","Block Group 5, Census Tract 921.01, Suffolk County, Massachusetts","951","312","34","38","28","34","66","110","48","85","88","76","140","110","105","93","38","44","76","77","44","55","21","34","0","12","169","97","94","103",
"1500000US250250922001","Block Group 1, Census Tract 922, Suffolk County, Massachusetts","357","141","33","51","0","12","31","36","47","37","31","22","33","41","0","12","44","50","7","12","21","33","0","12","0","12","63","65","47","45",
"1500000US250250922002","Block Group 2, Census Tract 922, Suffolk County, Massachusetts","437","230","30","36","9","19","0","12","0","12","38","39","19","26","119","105","9","17","47","44","20","26","0","12","0","12","75","57","71","73",
"1500000US250250922003","Block Group 3, Census Tract 922, Suffolk County, Massachusetts","323","100","0","12","50","34","0","12","52","37","7","12","52","51","17","24","31","28","22","41","45","36","0","12","0","12","28","31","19","31",
"1500000US250250922004","Block Group 4, Census Tract 922, Suffolk County, Massachusetts","225","124","0","12","7","12","0","12","34","34","19","23","47","54","23","37","0","12","0","12","52","59","7","11","0","12","0","12","36","44",
"1500000US250250923001","Block Group 1, Census Tract 923, Suffolk County, Massachusetts","360","131","2","4","15","24","0","12","23","32","19","22","23","33","18","27","66","35","47","45","54","37","8","14","1","3","46","43","38","35",
"1500000US250250923002","Block Group 2, Census Tract 923, Suffolk County, Massachusetts","264","144","18","28","31","39","5","7","17","28","42","35","33","39","16","23","15","18","0","12","20","31","16","23","0","12","16","23","35","33",
"1500000US250250923003","Block Group 3, Census Tract 923, Suffolk County, Massachusetts","506","163","34","51","80","51","26","30","34","29","17","20","32","20","90","52","63","36","0","12","0","12","12","18","5","8","45","51","68","48",
"1500000US250250923004","Block Group 4, Census Tract 923, Suffolk County, Massachusetts","251","106","0","12","5","9","0","12","10","16","14","22","31","29","0","12","42","47","22","34","9","14","35","40","0","12","8","13","75","51",
"1500000US250250924001","Block Group 1, Census Tract 924, Suffolk County, Massachusetts","144","108","0","12","0","12","0","12","0","12","14","23","57","67","0","12","20","23","0","12","0","12","10","17","0","12","26","31","17","27",
"1500000US250250924002","Block Group 2, Census Tract 924, Suffolk County, Massachusetts","562","191","0","12","38","59","127","120","47","41","0","12","113","86","64","70","42","49","64","73","0","12","13","21","0","12","54","58","0","12",
"1500000US250250924003","Block Group 3, Census Tract 924, Suffolk County, Massachusetts","762","274","0","12","0","12","11","18","0","12","49","46","143","137","99","74","114","103","36","41","72","69","19","32","0","12","63","68","156","115",
"1500000US250250924004","Block Group 4, Census Tract 924, Suffolk County, Massachusetts","275","107","0","12","0","12","0","12","31","33","12","19","29","36","0","12","80","66","0","12","36","45","22","36","16","30","14","22","35","53",
"1500000US250250924005","Block Group 5, Census Tract 924, Suffolk County, Massachusetts","512","311","69","92","0","12","0","12","0","12","158","129","48","57","0","12","35","56","0","12","118","105","20","31","0","12","24","39","40","41",
"1500000US250251001001","Block Group 1, Census Tract 1001, Suffolk County, Massachusetts","162","128","0","12","0","12","0","12","0","12","0","12","81","108","28","30","0","12","10","14","34","54","0","12","0","12","9","13","0","12",
"1500000US250251001002","Block Group 2, Census Tract 1001, Suffolk County, Massachusetts","384","213","56","52","27","42","13","22","0","12","31","47","56","56","40","51","47","56","21","32","0","12","0","12","0","12","45","50","48","55",
"1500000US250251001003","Block Group 3, Census Tract 1001, Suffolk County, Massachusetts","321","213","8","14","0","12","58","73","21","29","9","16","61","62","17","27","0","12","24","26","0","12","12","20","0","12","111","117","0","12",
"1500000US250251001004","Block Group 4, Census Tract 1001, Suffolk County, Massachusetts","339","139","34","45","17","23","29","54","8","13","26","40","37","37","26","28","43","47","57","44","14","22","0","12","0","12","0","12","48","45",
"1500000US250251001005","Block Group 5, Census Tract 1001, Suffolk County, Massachusetts","280","167","13","21","0","12","0","12","29","34","77","87","0","12","43","47","20","31","0","12","59","58","0","12","0","12","24","31","15","25",
"1500000US250251001006","Block Group 6, Census Tract 1001, Suffolk County, Massachusetts","315","118","19","30","10","22","6","8","56","52","0","12","34","41","0","12","52","59","40","47","39","46","24","40","0","12","28","43","7","11",
"1500000US250251001007","Block Group 7, Census Tract 1001, Suffolk County, Massachusetts","413","205","21","34","0","12","0","12","11","20","60","72","0","12","69","79","19","31","51","48","37","40","0","12","0","12","45","49","100","103",
"1500000US250251002001","Block Group 1, Census Tract 1002, Suffolk County, Massachusetts","373","124","10","14","20","22","29","31","10","12","58","43","85","46","30","36","26","29","31","31","8","13","4","8","0","12","31","38","31","26",
"1500000US250251002002","Block Group 2, Census Tract 1002, Suffolk County, Massachusetts","354","135","0","12","25","33","7","12","13","16","79","66","31","36","21","27","47","38","34","41","11","17","0","12","0","12","60","40","26","22",
"1500000US250251002003","Block Group 3, Census Tract 1002, Suffolk County, Massachusetts","519","168","0","12","14","19","40","29","0","12","118","57","177","80","24","29","40","58","5","7","32","40","0","12","6","9","44","40","19","20",
"1500000US250251003001","Block Group 1, Census Tract 1003, Suffolk County, Massachusetts","518","236","0","12","44","37","37","61","0","12","64","74","102","103","29","25","39","49","10","19","0","12","0","12","37","49","40","44","116","69",
"1500000US250251003002","Block Group 2, Census Tract 1003, Suffolk County, Massachusetts","268","113","0","12","0","12","10","17","8","14","48","54","27","34","32","34","39","36","5","11","14","15","0","12","0","12","79","56","6","10",
"1500000US250251003003","Block Group 3, Census Tract 1003, Suffolk County, Massachusetts","209","135","0","12","0","12","18","21","42","43","13","15","48","47","0","12","17","27","0","12","14","23","19","33","0","12","13","21","25","22",
"1500000US250251003004","Block Group 4, Census Tract 1003, Suffolk County, Massachusetts","337","148","9","14","6","9","0","12","0","12","46","35","18","29","36","43","40","44","36","38","54","58","29","47","21","34","36","42","6","10",
"1500000US250251004001","Block Group 1, Census Tract 1004, Suffolk County, Massachusetts","472","187","0","12","0","12","17","27","8","15","30","27","143","103","85","60","17","18","47","39","47","49","13","20","0","12","37","48","28","32",
"1500000US250251004002","Block Group 2, Census Tract 1004, Suffolk County, Massachusetts","657","222","47","47","29","46","61","47","82","65","138","77","103","63","84","57","19","22","10","16","21","32","0","12","0","12","20","25","43","33",
"1500000US250251004003","Block Group 3, Census Tract 1004, Suffolk County, Massachusetts","479","179","12","20","0","12","55","57","16","20","69","47","62","48","72","64","116","86","0","12","0","12","11","17","0","12","39","51","27","29",
"1500000US250251004004","Block Group 4, Census Tract 1004, Suffolk County, Massachusetts","691","258","0","12","21","27","51","52","105","100","79","76","57","43","36","37","78","64","0","12","50","54","0","12","11","18","151","94","52","52",
"1500000US250251005001","Block Group 1, Census Tract 1005, Suffolk County, Massachusetts","624","247","144","110","0","12","31","46","75","90","0","12","126","175","34","39","0","12","68","30","49","56","30","48","0","12","35","24","32","38",
"1500000US250251005002","Block Group 2, Census Tract 1005, Suffolk County, Massachusetts","556","192","0","12","0","12","14","22","34","54","30","50","53","52","177","125","123","117","11","19","0","12","98","95","16","26","0","12","0","12",
"1500000US250251005003","Block Group 3, Census Tract 1005, Suffolk County, Massachusetts","504","238","27","37","175","140","33","37","12","20","32","53","27","31","50","51","56","73","0","12","0","12","0","12","44","73","48","45","0","12",
"1500000US250251005004","Block Group 4, Census Tract 1005, Suffolk County, Massachusetts","870","404","113","110","62","78","20","31","94","73","199","149","0","12","34","55","233","244","0","12","0","12","82","80","0","12","33","53","0","12",
"1500000US250251005005","Block Group 5, Census Tract 1005, Suffolk County, Massachusetts","538","356","0","12","13","25","0","12","57","77","73","86","124","127","0","12","76","68","0","12","44","66","64","97","0","12","87","131","0","12",
"1500000US250251006011","Block Group 1, Census Tract 1006.01, Suffolk County, Massachusetts","424","150","15","25","36","41","13","21","38","35","13","22","65","60","91","82","87","50","18","28","0","12","19","30","0","12","14","24","15","24",
"1500000US250251006012","Block Group 2, Census Tract 1006.01, Suffolk County, Massachusetts","422","132","0","12","25","28","28","30","33","38","56","70","18","28","111","65","76","66","14","22","0","12","0","12","0","12","0","12","61","69",
"1500000US250251006013","Block Group 3, Census Tract 1006.01, Suffolk County, Massachusetts","669","198","0","12","32","40","0","12","199","121","65","53","81","86","86","58","45","44","45","48","50","50","12","20","0","12","40","65","14","23",
"1500000US250251006014","Block Group 4, Census Tract 1006.01, Suffolk County, Massachusetts","1279","370","0","12","67","80","14","23","94","83","155","129","267","169","64","73","216","147","29","35","153","107","0","12","88","99","132","95","0","12",
"1500000US250251006031","Block Group 1, Census Tract 1006.03, Suffolk County, Massachusetts","449","106","0","12","1","7","37","30","10","19","47","36","133","72","16","25","58","56","67","48","10","13","0","12","0","12","42","36","28","29",
"1500000US250251006032","Block Group 2, Census Tract 1006.03, Suffolk County, Massachusetts","592","214","0","12","8","14","25","32","1","5","22","25","81","67","39","32","117","61","36","39","41","47","11","18","0","12","137","159","74","47",
"1500000US250251007001","Block Group 1, Census Tract 1007, Suffolk County, Massachusetts","520","188","24","37","12","15","35","32","61","48","23","26","102","86","72","53","72","51","28","24","47","55","17","30","0","12","22","40","5","9",
"1500000US250251007002","Block Group 2, Census Tract 1007, Suffolk County, Massachusetts","564","222","0","12","0","12","29","36","43","41","43","48","54","58","115","95","131","81","52","53","8","14","12","21","11","16","44","49","22","27",
"1500000US250251007003","Block Group 3, Census Tract 1007, Suffolk County, Massachusetts","272","101","13","20","27","42","0","12","44","40","74","58","28","27","20","17","10","13","8","13","15","23","0","12","0","12","13","21","20","23",
"1500000US250251007004","Block Group 4, Census Tract 1007, Suffolk County, Massachusetts","516","170","20","34","0","12","55","52","28","43","110","93","91","59","42","35","0","12","30","31","62","56","0","12","39","56","39","55","0","12",
"1500000US250251007005","Block Group 5, Census Tract 1007, Suffolk County, Massachusetts","412","173","0","12","0","12","0","12","32","36","21","26","66","65","0","12","72","63","12","19","22","24","0","12","0","12","143","124","44","34",
"1500000US250251008001","Block Group 1, Census Tract 1008, Suffolk County, Massachusetts","310","136","20","35","0","12","12","21","39","60","30","36","76","55","56","61","77","56","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US250251008002","Block Group 2, Census Tract 1008, Suffolk County, Massachusetts","628","238","12","20","20","32","51","79","114","102","48","47","96","88","17","28","17","26","0","12","134","136","83","105","0","12","36","33","0","12",
"1500000US250251008003","Block Group 3, Census Tract 1008, Suffolk County, Massachusetts","578","202","0","12","39","60","0","12","14","27","72","71","94","119","81","88","51","80","112","91","20","33","0","12","0","12","48","76","47","44",
"1500000US250251008004","Block Group 4, Census Tract 1008, Suffolk County, Massachusetts","653","365","0","12","0","12","0","12","136","134","0","12","86","81","194","108","127","158","29","46","51","47","0","12","0","12","30","46","0","12",
"1500000US250251008005","Block Group 5, Census Tract 1008, Suffolk County, Massachusetts","308","199","0","12","0","12","26","32","39","38","21","34","40","51","34","46","0","12","77","92","56","64","0","12","15","25","0","12","0","12",
"1500000US250251008006","Block Group 6, Census Tract 1008, Suffolk County, Massachusetts","691","207","51","73","9","17","14","23","0","12","76","72","190","104","73","68","126","89","0","12","0","12","46","63","0","12","76","75","30","38",
"1500000US250251009001","Block Group 1, Census Tract 1009, Suffolk County, Massachusetts","367","159","0","12","0","12","0","12","15","23","23","27","106","92","87","63","13","21","0","12","88","120","0","12","0","12","8","13","27","43",
"1500000US250251009002","Block Group 2, Census Tract 1009, Suffolk County, Massachusetts","295","179","23","29","0","12","0","12","64","73","81","67","28","30","22","26","16","24","0","12","7","12","0","12","0","12","40","63","14","21",
"1500000US250251009003","Block Group 3, Census Tract 1009, Suffolk County, Massachusetts","567","232","6","10","110","105","23","39","72","51","88","67","55","39","77","52","34","23","6","10","24","23","30","32","6","11","36","44","0","12",
"1500000US250251009004","Block Group 4, Census Tract 1009, Suffolk County, Massachusetts","301","147","41","50","24","38","0","12","46","61","33","49","12","23","108","108","0","12","0","12","0","12","0","12","0","12","37","48","0","12",
"1500000US250251009005","Block Group 5, Census Tract 1009, Suffolk County, Massachusetts","440","164","15","23","0","12","44","51","56","52","71","52","9","15","60","67","77","118","7","12","60","63","11","17","0","12","30","44","0","12",
"1500000US250251010011","Block Group 1, Census Tract 1010.01, Suffolk County, Massachusetts","386","123","0","12","0","12","16","25","64","60","82","71","106","62","18","34","0","12","0","12","10","22","0","12","45","30","45","46","0","12",
"1500000US250251010012","Block Group 2, Census Tract 1010.01, Suffolk County, Massachusetts","484","151","15","26","49","44","69","75","52","61","0","12","109","74","6","16","37","57","0","12","39","66","0","12","0","12","75","70","33","52",
"1500000US250251010013","Block Group 3, Census Tract 1010.01, Suffolk County, Massachusetts","291","145","12","21","28","45","0","12","128","126","13","20","20","31","14","22","0","12","20","30","0","12","12","20","0","12","44","58","0","12",
"1500000US250251010014","Block Group 4, Census Tract 1010.01, Suffolk County, Massachusetts","193","136","0","12","46","74","0","12","40","52","41","70","0","12","0","12","11","18","0","12","0","12","0","12","0","12","22","36","33","54",
"1500000US250251010015","Block Group 5, Census Tract 1010.01, Suffolk County, Massachusetts","556","334","33","42","14","24","0","12","89","103","56","81","0","12","89","80","0","12","36","54","43","51","0","12","0","12","134","150","62","80",
"1500000US250251010016","Block Group 6, Census Tract 1010.01, Suffolk County, Massachusetts","475","223","0","12","50","48","54","51","13","20","0","12","104","123","34","55","132","95","11","19","17","26","19","30","0","12","0","12","41","64",
"1500000US250251010021","Block Group 1, Census Tract 1010.02, Suffolk County, Massachusetts","414","250","0","12","0","12","0","12","97","84","0","12","0","12","53","60","0","12","0","12","38","46","0","12","0","12","73","83","153","146",
"1500000US250251010022","Block Group 2, Census Tract 1010.02, Suffolk County, Massachusetts","812","278","72","64","19","31","22","36","82","70","139","94","63","66","157","94","31","37","88","113","0","12","18","27","0","12","121","96","0","12",
"1500000US250251010023","Block Group 3, Census Tract 1010.02, Suffolk County, Massachusetts","698","217","86","78","45","54","27","42","115","97","11","20","105","78","30","36","75","92","13","23","0","12","0","12","16","25","64","76","111","71",
"1500000US250251011011","Block Group 1, Census Tract 1011.01, Suffolk County, Massachusetts","493","222","27","29","44","50","21","33","57","56","84","79","93","105","31","35","26","40","33","52","35","41","0","12","0","12","14","21","28","34",
"1500000US250251011012","Block Group 2, Census Tract 1011.01, Suffolk County, Massachusetts","599","271","85","94","56","88","95","108","31","38","18","27","65","62","44","49","32","30","23","37","0","12","22","36","26","39","49","56","53","56",
"1500000US250251011013","Block Group 3, Census Tract 1011.01, Suffolk County, Massachusetts","682","249","22","33","27","39","105","69","22","33","63","68","20","31","12","21","46","41","79","72","95","80","0","12","0","12","54","60","137","83",
"1500000US250251011021","Block Group 1, Census Tract 1011.02, Suffolk County, Massachusetts","395","132","19","27","19","19","0","12","18","27","8","13","75","49","15","18","60","73","0","12","17","28","0","12","9","14","124","74","31","34",
"1500000US250251011022","Block Group 2, Census Tract 1011.02, Suffolk County, Massachusetts","640","193","21","30","17","27","23","35","154","87","69","63","105","64","0","12","82","64","32","35","48","38","0","12","0","12","27","41","62","54",
"1500000US250251011023","Block Group 3, Census Tract 1011.02, Suffolk County, Massachusetts","302","129","21","33","9","14","0","12","20","23","9","14","62","57","0","12","12","19","13","19","30","35","0","12","0","12","37","42","89","61",
"1500000US250251011024","Block Group 4, Census Tract 1011.02, Suffolk County, Massachusetts","762","225","75","57","21","32","39","47","52","40","58","52","107","86","79","66","129","84","17","25","52","38","23","37","0","12","54","50","56","51",
"1500000US250251101031","Block Group 1, Census Tract 1101.03, Suffolk County, Massachusetts","341","93","0","12","5","10","0","12","47","62","0","12","82","71","60","43","73","63","7","12","9","16","12","19","11","18","0","12","35","34",
"1500000US250251101032","Block Group 2, Census Tract 1101.03, Suffolk County, Massachusetts","286","182","18","30","0","12","0","12","68","71","0","12","13","21","58","71","43","40","10","17","14","22","0","12","9","15","16","24","37","47",
"1500000US250251101033","Block Group 3, Census Tract 1101.03, Suffolk County, Massachusetts","249","239","0","12","0","12","0","12","0","12","32","94","96","140","0","12","15","25","0","12","0","12","21","34","0","12","45","63","40","36",
"1500000US250251101034","Block Group 4, Census Tract 1101.03, Suffolk County, Massachusetts","212","123","0","12","0","12","0","12","15","24","35","56","0","12","60","54","48","47","0","12","35","40","19","30","0","12","0","12","0","12",
"1500000US250251101035","Block Group 5, Census Tract 1101.03, Suffolk County, Massachusetts","1439","342","41","33","14","22","11","17","42","51","94","76","99","68","145","83","141","98","227","123","235","183","77","71","106","103","93","49","114","80",
"1500000US250251101036","Block Group 6, Census Tract 1101.03, Suffolk County, Massachusetts","471","227","34","36","0","12","15","24","57","53","13","23","0","12","96","75","71","57","35","43","72","56","11","17","0","12","22","36","45","64",
"1500000US250251101037","Block Group 7, Census Tract 1101.03, Suffolk County, Massachusetts","334","239","0","12","0","12","0","12","0","12","0","12","33","43","37","63","26","30","0","12","70","74","0","12","75","97","83","90","10","16",
"1500000US250251102011","Block Group 1, Census Tract 1102.01, Suffolk County, Massachusetts","1085","173","79","43","5","8","0","12","104","73","136","61","77","45","208","71","82","45","22","23","90","54","0","12","34","35","148","66","100","119",
"1500000US250251103011","Block Group 1, Census Tract 1103.01, Suffolk County, Massachusetts","469","161","12","18","0","12","60","71","24","22","51","44","70","45","20","25","105","105","0","12","31","35","12","15","5","12","29","26","50","43",
"1500000US250251103012","Block Group 2, Census Tract 1103.01, Suffolk County, Massachusetts","818","202","29","38","0","12","6","8","52","38","109","68","159","94","85","48","135","59","14","14","79","54","19","28","27","36","49","54","55","47",
"1500000US250251104011","Block Group 1, Census Tract 1104.01, Suffolk County, Massachusetts","935","212","0","12","10","15","9","15","114","116","0","12","197","84","130","68","232","97","31","33","16","18","13","24","13","18","104","76","66","81",
"1500000US250251104012","Block Group 2, Census Tract 1104.01, Suffolk County, Massachusetts","1048","215","55","56","43","61","59","57","122","58","76","62","106","62","118","76","81","45","53","43","86","59","40","45","0","12","90","73","119","66",
"1500000US250251104031","Block Group 1, Census Tract 1104.03, Suffolk County, Massachusetts","608","221","0","12","0","12","0","12","38","26","145","97","50","46","52","51","126","101","8","12","89","76","47","60","0","12","16","18","37","32",
"1500000US250251104032","Block Group 2, Census Tract 1104.03, Suffolk County, Massachusetts","459","177","0","12","0","12","31","37","49","53","10","16","57","45","51","41","39","31","11","16","19","24","11","17","0","12","129","97","52","59",
"1500000US250251104033","Block Group 3, Census Tract 1104.03, Suffolk County, Massachusetts","304","141","0","12","21","32","0","12","14","22","0","12","66","44","101","85","42","41","10","15","26","42","0","12","13","22","0","12","11","18",
"1500000US250251104034","Block Group 4, Census Tract 1104.03, Suffolk County, Massachusetts","442","193","0","12","12","19","0","12","19","28","39","49","88","57","34","29","88","60","8","13","60","56","0","12","7","11","87","78","0","12",
"1500000US250251104035","Block Group 5, Census Tract 1104.03, Suffolk County, Massachusetts","648","198","23","35","0","12","18","25","146","92","22","25","82","50","48","36","140","90","8","13","9","14","47","69","9","13","53","51","43","47",
"1500000US250251105011","Block Group 1, Census Tract 1105.01, Suffolk County, Massachusetts","388","112","0","12","0","12","0","12","10","16","26","28","53","37","91","77","69","44","29","26","15","25","7","11","1","4","78","77","9","17",
"1500000US250251105012","Block Group 2, Census Tract 1105.01, Suffolk County, Massachusetts","871","152","25","39","12","19","0","12","9","14","138","77","128","84","157","61","137","74","80","54","37","45","0","12","19","22","99","72","30","31",
"1500000US250251105013","Block Group 3, Census Tract 1105.01, Suffolk County, Massachusetts","482","158","0","12","22","26","36","32","27","30","16","21","76","42","57","51","80","54","34","33","10","16","22","34","13","20","89","98","0","12",
"1500000US250251105021","Block Group 1, Census Tract 1105.02, Suffolk County, Massachusetts","765","218","45","56","47","59","44","70","29","32","106","71","123","69","66","49","105","53","24","26","37","34","12","19","60","75","51","43","16","25",
"1500000US250251105022","Block Group 2, Census Tract 1105.02, Suffolk County, Massachusetts","953","201","32","36","0","12","106","92","19","24","117","69","161","76","113","93","83","44","17","21","95","55","34","39","13","20","50","38","113","73",
"1500000US250251105023","Block Group 3, Census Tract 1105.02, Suffolk County, Massachusetts","249","93","28","25","13","20","0","12","14","15","33","25","55","37","41","40","28","27","0","12","10","15","0","12","12","19","0","12","15","23",
"1500000US250251106011","Block Group 1, Census Tract 1106.01, Suffolk County, Massachusetts","708","140","11","16","37","29","10","16","67","56","29","23","103","52","142","66","137","47","104","65","30","27","0","12","13","19","20","33","5","11",
"1500000US250251106012","Block Group 2, Census Tract 1106.01, Suffolk County, Massachusetts","389","98","0","12","24","27","0","12","9","14","31","30","89","50","102","48","64","41","9","12","26","24","0","12","0","12","25","23","10","15",
"1500000US250251106071","Block Group 1, Census Tract 1106.07, Suffolk County, Massachusetts","676","299","0","12","0","12","23","38","22","34","66","58","78","56","215","156","63","59","0","12","31","43","72","58","0","12","20","31","86","136",
"1500000US250251106072","Block Group 2, Census Tract 1106.07, Suffolk County, Massachusetts","835","201","0","12","30","51","67","71","20","31","140","92","110","77","149","83","117","78","68","50","46","42","34","39","0","12","54","56","0","12",
"1500000US250251106073","Block Group 3, Census Tract 1106.07, Suffolk County, Massachusetts","1175","346","0","12","23","37","15","23","110","88","39","41","130","76","366","174","297","140","67","80","85","85","17","26","0","12","26","35","0","12",
"1500000US250251106074","Block Group 4, Census Tract 1106.07, Suffolk County, Massachusetts","264","128","0","12","13","20","26","41","0","12","10","16","52","52","67","66","69","47","11","18","0","12","0","12","0","12","16","27","0","12",
"1500000US250251201031","Block Group 1, Census Tract 1201.03, Suffolk County, Massachusetts","892","100","14","21","0","12","20","25","52","37","89","44","139","56","128","55","130","55","123","57","122","55","27","28","12","19","14","14","22","19",
"1500000US250251201041","Block Group 1, Census Tract 1201.04, Suffolk County, Massachusetts","304","111","0","12","0","12","0","12","8","13","0","12","41","34","37","21","121","74","51","60","21","28","0","12","0","12","25","39","0","12",
"1500000US250251201042","Block Group 2, Census Tract 1201.04, Suffolk County, Massachusetts","308","109","0","12","0","12","0","12","26","28","15","22","52","68","87","66","52","41","33","27","43","31","0","12","0","12","0","12","0","12",
"1500000US250251201043","Block Group 3, Census Tract 1201.04, Suffolk County, Massachusetts","684","133","0","12","19","28","22","30","12","19","5","9","86","73","86","57","182","75","151","104","48","32","5","8","10","20","58","58","0","12",
"1500000US250251201051","Block Group 1, Census Tract 1201.05, Suffolk County, Massachusetts","460","90","0","12","0","12","0","12","37","39","9","14","76","65","113","47","36","32","61","45","59","35","8","11","8","12","23","21","30","38",
"1500000US250251201052","Block Group 2, Census Tract 1201.05, Suffolk County, Massachusetts","426","107","0","12","0","12","0","12","0","12","39","35","48","35","135","83","60","41","84","50","8","11","32","33","0","12","20","23","0","12",
"1500000US250251201053","Block Group 3, Census Tract 1201.05, Suffolk County, Massachusetts","285","78","0","12","0","12","0","12","26","29","14","20","32","24","49","32","57","35","28","22","35","34","0","12","0","12","25","24","19","17",
"1500000US250251202011","Block Group 1, Census Tract 1202.01, Suffolk County, Massachusetts","850","212","0","12","8","13","0","12","10","17","85","48","51","27","119","89","206","96","70","55","83","61","79","53","24","37","99","78","16","26",
"1500000US250251202012","Block Group 2, Census Tract 1202.01, Suffolk County, Massachusetts","1250","214","44","50","10","15","0","12","149","111","107","91","283","102","84","51","186","84","86","49","73","50","31","30","28","34","38","28","131","107",
"1500000US250251202013","Block Group 3, Census Tract 1202.01, Suffolk County, Massachusetts","395","154","0","12","0","12","0","12","20","29","23","27","71","59","104","78","80","61","33","37","43","35","21","24","0","12","0","12","0","12",
"1500000US250251203011","Block Group 1, Census Tract 1203.01, Suffolk County, Massachusetts","645","268","0","12","29","34","8","13","20","22","0","12","131","188","39","33","228","149","25","28","87","52","10","15","43","52","21","27","4","11",
"1500000US250251203012","Block Group 2, Census Tract 1203.01, Suffolk County, Massachusetts","438","157","27","40","19","28","0","12","9","14","23","26","70","58","56","46","75","46","38","33","37","57","0","12","0","12","59","58","25","30",
