OBJECTID,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood,created_user,created_date,last_edited_user,last_edited_date,POSTCODE
"662915",DB-2258-01,,Uphams Corner,Uphams Corner - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.319125,-71.068627,CR-zone-1A,,https://www.mbta.com/stops/place-DB-2258,,"0",place-DB-2258,"1",Boston,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02125"
"662916",DB-2258-02,,Uphams Corner,Uphams Corner - Commuter Rail - Track 2 (South Station),"2",Track 2 (South Station),42.319125,-71.068627,CR-zone-1A,,https://www.mbta.com/stops/place-DB-2258,,"0",place-DB-2258,"1",Boston,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02125"
"662918",DB-2265,,Newmarket,Newmarket - Commuter Rail,,Commuter Rail,42.327415,-71.065674,CR-zone-1A,,https://www.mbta.com/stops/place-DB-2265,,"0",place-DB-2265,"1",Boston,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02125"
"662919",DB-2265-01,,Newmarket,Newmarket - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.327415,-71.065674,CR-zone-1A,,https://www.mbta.com/stops/place-DB-2265,,"0",place-DB-2265,"1",Boston,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02125"
"662920",DB-2265-02,,Newmarket,Newmarket - Commuter Rail - Track 2 (South Station),"2",Track 2 (South Station),42.327415,-71.065674,CR-zone-1A,,https://www.mbta.com/stops/place-DB-2265,,"0",place-DB-2265,"1",Boston,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02125"
"662922",ER-0099,,River Works,River Works (GE Employees only) - Commuter Rail,,Commuter Rail,42.449927,-70.969848,CR-zone-2,,https://www.mbta.com/stops/place-ER-0099,,"0",place-ER-0099,"2",Lynn,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01905"
"662923",ER-0099-01,,River Works,River Works (GE Employees only) - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.449927,-70.969848,CR-zone-2,,https://www.mbta.com/stops/place-ER-0099,,"0",place-ER-0099,"2",Lynn,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01905"
"662924",ER-0099-02,,River Works,River Works (GE Employees only) - Commuter Rail - Track 2 (Boston),"2",Track 2 (Boston),42.449927,-70.969848,CR-zone-2,,https://www.mbta.com/stops/place-ER-0099,,"0",place-ER-0099,"2",Lynn,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01905"
"662927",ER-0115,,Lynn,Lynn - Commuter Rail,,Commuter Rail,42.462953,-70.945421,CR-zone-2,,https://www.mbta.com/stops/place-ER-0115,,"0",place-ER-0115,"1",Lynn,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01901"
"662928",ER-0115-01,,Lynn,Lynn - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.462953,-70.945421,CR-zone-2,,https://www.mbta.com/stops/place-ER-0115,,"0",place-ER-0115,"1",Lynn,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01901"
"662929",ER-0115-02,,Lynn,Lynn - Commuter Rail - Track 2 (Boston),"2",Track 2 (Boston),42.462953,-70.945421,CR-zone-2,,https://www.mbta.com/stops/place-ER-0115,,"0",place-ER-0115,"1",Lynn,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01901"
"662931",ER-0128,,Swampscott,Swampscott - Commuter Rail,,Commuter Rail,42.473743,-70.922537,CR-zone-3,,https://www.mbta.com/stops/place-ER-0128,,"0",place-ER-0128,"1",Swampscott,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01907"
"662932",ER-0128-01,,Swampscott,Swampscott - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.473743,-70.922537,CR-zone-3,,https://www.mbta.com/stops/place-ER-0128,,"0",place-ER-0128,"1",Swampscott,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01907"
"662933",ER-0128-02,,Swampscott,Swampscott - Commuter Rail - Track 2 (Boston),"2",Track 2 (Boston),42.473743,-70.922537,CR-zone-3,,https://www.mbta.com/stops/place-ER-0128,,"0",place-ER-0128,"1",Swampscott,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01907"
"662938",ER-0168-S,,Salem,Salem - Commuter Rail - Track 1 (All Trains),"1",Track 1 (All Trains),42.524792,-70.895876,CR-zone-3,,https://www.mbta.com/stops/place-ER-0168,,"0",place-ER-0168,"1",Salem,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01970"
"662940",ER-0183,,Beverly,Beverly - Commuter Rail,,Commuter Rail,42.547276,-70.885432,CR-zone-4,,https://www.mbta.com/stops/place-ER-0183,,"0",place-ER-0183,"1",Beverly,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01915"
"662941",ER-0183-01,,Beverly,Beverly - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.547276,-70.885432,CR-zone-4,,https://www.mbta.com/stops/place-ER-0183,,"0",place-ER-0183,"1",Beverly,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01915"
"662942",ER-0183-02,,Beverly,Beverly - Commuter Rail - Track 2 (Boston),"2",Track 2 (Boston),42.547276,-70.885432,CR-zone-4,,https://www.mbta.com/stops/place-ER-0183,,"0",place-ER-0183,"1",Beverly,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01915"
"662945",ER-0208,,North Beverly,North Beverly - Commuter Rail,,Commuter Rail,42.583779,-70.883851,CR-zone-5,,https://www.mbta.com/stops/place-ER-0208,,"0",place-ER-0208,"1",Beverly,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01915"
"662946",ER-0208-01,,North Beverly,North Beverly - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.583779,-70.883851,CR-zone-5,,https://www.mbta.com/stops/place-ER-0208,,"0",place-ER-0208,"1",Beverly,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01915"
"662947",ER-0208-02,,North Beverly,North Beverly - Commuter Rail - Track 2 (Boston),"2",Track 2 (Boston),42.583779,-70.883851,CR-zone-5,,https://www.mbta.com/stops/place-ER-0208,,"0",place-ER-0208,"1",Beverly,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01915"
"662949",ER-0227-S,,Hamilton/Wenham,Hamilton/Wenham - Commuter Rail - Track 1 (All Trains),"1",Track 1 (All Trains),42.609212,-70.874801,CR-zone-5,,https://www.mbta.com/stops/place-ER-0227,,"0",place-ER-0227,"1",Hamilton,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01984"
"662951",ER-0276-S,,Ipswich,Ipswich - Commuter Rail - Track 1 (All Trains),"1",Track 1 (All Trains),42.676921,-70.840589,CR-zone-6,,https://www.mbta.com/stops/place-ER-0276,,"0",place-ER-0276,"1",Ipswich,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01938"
"662953",ER-0312-S,,Rowley,Rowley - Commuter Rail - Track 1 (All Trains),"1",Track 1 (All Trains),42.726845,-70.859034,CR-zone-7,,https://www.mbta.com/stops/place-ER-0312,,"0",place-ER-0312,"1",Rowley,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01969"
"662955",ER-0362,,Newburyport,Newburyport - Commuter Rail,,Commuter Rail,42.797837,-70.87797,CR-zone-8,,https://www.mbta.com/stops/place-ER-0362,,"0",place-ER-0362,"1",Newburyport,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01950"
"662956",ER-0362-01,,Newburyport,Newburyport - Commuter Rail - Track 1,"1",Track 1,42.797837,-70.87797,CR-zone-8,,https://www.mbta.com/stops/place-ER-0362,,"0",place-ER-0362,"1",Newburyport,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01950"
"662957",ER-0362-02,,Newburyport,Newburyport - Commuter Rail - Track 2,"2",Track 2,42.797837,-70.87797,CR-zone-8,,https://www.mbta.com/stops/place-ER-0362,,"0",place-ER-0362,"1",Newburyport,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"01950"
"662959",FB-0109,,Endicott,Endicott - Commuter Rail,,Commuter Rail,42.233249,-71.158647,CR-zone-2,,https://www.mbta.com/stops/place-FB-0109,,"0",place-FB-0109,"2",Dedham,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02026"
"662960",FB-0109-01,,Endicott,Endicott - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.233249,-71.158647,CR-zone-2,,https://www.mbta.com/stops/place-FB-0109,,"0",place-FB-0109,"2",Dedham,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02026"
"662961",FB-0109-02,,Endicott,Endicott - Commuter Rail - Track 2 (Boston),"2",Track 2 (Boston),42.233249,-71.158647,CR-zone-2,,https://www.mbta.com/stops/place-FB-0109,,"0",place-FB-0109,"2",Dedham,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02026"
"662963",FB-0118,,Dedham Corporate Center,Dedham Corporate Center - Commuter Rail,,Commuter Rail,42.227079,-71.174254,CR-zone-2,,https://www.mbta.com/stops/place-FB-0118,,"0",place-FB-0118,"1",Dedham,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02026"
"662964",FB-0118-01,,Dedham Corporate Center,Dedham Corporate Center - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.227079,-71.174254,CR-zone-2,,https://www.mbta.com/stops/place-FB-0118,,"0",place-FB-0118,"1",Dedham,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02026"
"662965",FB-0118-02,,Dedham Corporate Center,Dedham Corporate Center - Commuter Rail - Track 2 (Boston),"2",Track 2 (Boston),42.227079,-71.174254,CR-zone-2,,https://www.mbta.com/stops/place-FB-0118,,"0",place-FB-0118,"1",Dedham,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02026"
"662967",FB-0125,,Islington,Islington - Commuter Rail,,Commuter Rail,42.22105,-71.183961,CR-zone-3,,https://www.mbta.com/stops/place-FB-0125,,"0",place-FB-0125,"2",Westwood,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02090"
"662968",FB-0125-01,,Islington,Islington - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.22105,-71.183961,CR-zone-3,,https://www.mbta.com/stops/place-FB-0125,,"0",place-FB-0125,"2",Westwood,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02090"
"662969",FB-0125-02,,Islington,Islington - Commuter Rail - Track 2 (Boston),"2",Track 2 (Boston),42.22105,-71.183961,CR-zone-3,,https://www.mbta.com/stops/place-FB-0125,,"0",place-FB-0125,"2",Westwood,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02090"
"662971",FB-0143,,Norwood Depot,Norwood Depot - Commuter Rail,,Commuter Rail,42.196857,-71.196688,CR-zone-3,,https://www.mbta.com/stops/place-FB-0143,,"0",place-FB-0143,"1",Norwood,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02062"
"662972",FB-0143-01,,Norwood Depot,Norwood Depot - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.196857,-71.196688,CR-zone-3,,https://www.mbta.com/stops/place-FB-0143,,"0",place-FB-0143,"1",Norwood,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02062"
"662973",FB-0143-02,,Norwood Depot,Norwood Depot - Commuter Rail - Track 2 (Boston),"2",Track 2 (Boston),42.196857,-71.196688,CR-zone-3,,https://www.mbta.com/stops/place-FB-0143,,"0",place-FB-0143,"1",Norwood,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02062"
"662975",FB-0148,,Norwood Central,Norwood Central - Commuter Rail,,Commuter Rail,42.188775,-71.199665,CR-zone-3,,https://www.mbta.com/stops/place-FB-0148,,"0",place-FB-0148,"1",Norwood,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02062"
"662976",FB-0148-01,,Norwood Central,Norwood Central - Commuter Rail - Track 1 (Outbound),"1",Track 1 (Outbound),42.188775,-71.199665,CR-zone-3,,https://www.mbta.com/stops/place-FB-0148,,"0",place-FB-0148,"1",Norwood,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02062"
"662977",FB-0148-02,,Norwood Central,Norwood Central - Commuter Rail - Track 2 (Boston),"2",Track 2 (Boston),42.188775,-71.199665,CR-zone-3,,https://www.mbta.com/stops/place-FB-0148,,"0",place-FB-0148,"1",Norwood,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02062"
"662979",FB-0166-S,,Windsor Gardens,Windsor Gardens - Commuter Rail - Track 1 (All Trains),"1",Track 1 (All Trains),42.172127,-71.219366,CR-zone-4,,https://www.mbta.com/stops/place-FB-0166,,"0",place-FB-0166,"2",Norwood,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02062"
"662981",FB-0177-S,,Plimptonville,Plimptonville - Commuter Rail - Track 1 (All Trains),"1",Track 1 (All Trains),42.159123,-71.236125,CR-zone-4,,https://www.mbta.com/stops/place-FB-0177,,"0",place-FB-0177,"2",Walpole,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02081"
"662983",FB-0191-S,,Walpole,Walpole - Commuter Rail - Track 1 (All Trains),"1",Track 1 (All Trains),42.145477,-71.25779,CR-zone-4,,https://www.mbta.com/stops/place-FB-0191,,"0",place-FB-0191,"2",Walpole,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02081"
"662985",FB-0230-S,,Norfolk,Norfolk - Commuter Rail - Track 1 (All Trains),"1",Track 1 (All Trains),42.120694,-71.325217,CR-zone-5,,https://www.mbta.com/stops/place-FB-0230,,"0",place-FB-0230,"1",Norfolk,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02056"
"662987",FB-0275-S,,Franklin,Franklin - Commuter Rail - Track 1 (All Trains),"1",Track 1 (All Trains),42.083238,-71.396102,CR-zone-6,,https://www.mbta.com/stops/place-FB-0275,,"0",place-FB-0275,"2",Franklin,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02038"
"662989",FB-0303-S,,Forge Park/495,Forge Park/495 - Commuter Rail - Track 1 (All Trains),"1",Track 1 (All Trains),42.089941,-71.43902,CR-zone-6,,https://www.mbta.com/stops/place-FB-0303,,"0",place-FB-0303,"1",Franklin,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02038"
"662991",FR-0064,,Belmont,Belmont - Commuter Rail,,Commuter Rail,42.395896,-71.17619,CR-zone-1,,https://www.mbta.com/stops/place-FR-0064,,"0",place-FR-0064,"2",Belmont,,,"2",,,,,,,,,DOT_ADMIN,2023/12/11 19:40:12+00,DOT_ADMIN,2023/12/11 19:40:12+00,"02478"
