"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"1500000US250250002022","Block Group 2, Census Tract 2.02, Suffolk County, Massachusetts","501","196","285","135","285","135","0","12","0","12","0","12","0","12","0","12","0","12","177","108","165","111","0","12","12","16","0","12","0","12","0","12","0","12","0","12","39","40","0","12","0","12",
"1500000US250250002023","Block Group 3, Census Tract 2.02, Suffolk County, Massachusetts","373","187","327","160","290","162","37","39","37","39","0","12","0","12","0","12","0","12","28","36","8","13","20","32","0","12","0","12","0","12","0","12","0","12","0","12","9","21","0","12","9","15",
"1500000US250250002024","Block Group 4, Census Tract 2.02, Suffolk County, Massachusetts","211","99","94","55","76","52","18","20","0","12","8","13","10","16","0","12","0","12","30","35","19","31","11","18","0","12","0","12","0","12","0","12","0","12","0","12","75","51","0","12","12","20",
"1500000US250250003011","Block Group 1, Census Tract 3.01, Suffolk County, Massachusetts","351","187","195","85","184","86","11","16","0","12","11","16","0","12","0","12","0","12","29","24","17","15","12","20","0","12","0","12","0","12","0","12","0","12","0","12","8","14","0","12","119","145",
"1500000US250250003012","Block Group 2, Census Tract 3.01, Suffolk County, Massachusetts","393","112","272","91","207","68","65","69","34","38","21","31","0","12","0","12","10","17","88","68","88","68","0","12","0","12","0","12","0","12","0","12","0","12","15","23","0","12","0","12","18","26",
"1500000US250250003013","Block Group 3, Census Tract 3.01, Suffolk County, Massachusetts","372","155","248","109","248","109","0","12","0","12","0","12","0","12","0","12","0","12","26","23","26","23","0","12","0","12","0","12","0","12","0","12","0","12","43","54","39","63","0","12","16","25",
"1500000US250250003014","Block Group 4, Census Tract 3.01, Suffolk County, Massachusetts","305","123","233","97","215","98","18","27","0","12","18","27","0","12","0","12","0","12","71","54","71","54","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1","2",
"1500000US250250003021","Block Group 1, Census Tract 3.02, Suffolk County, Massachusetts","617","173","439","144","414","137","25","23","14","19","11","16","0","12","0","12","0","12","145","67","145","67","0","12","0","12","0","12","0","12","0","12","0","12","0","12","33","29","0","12","0","12",
"1500000US250250003022","Block Group 2, Census Tract 3.02, Suffolk County, Massachusetts","1116","260","744","178","598","173","146","81","95","56","0","12","51","59","0","12","0","12","271","144","140","105","39","41","92","76","0","12","0","12","0","12","0","12","0","12","80","59","0","12","21","22",
"1500000US250250004011","Block Group 1, Census Tract 4.01, Suffolk County, Massachusetts","1055","279","386","171","358","162","28","44","28","44","0","12","0","12","0","12","0","12","503","231","128","76","60","46","315","170","0","12","0","12","0","12","0","12","50","41","85","78","0","12","31","49",
"1500000US250250004012","Block Group 2, Census Tract 4.01, Suffolk County, Massachusetts","446","169","206","114","195","110","11","17","0","12","0","12","0","12","0","12","11","17","137","76","65","38","42","40","30","33","0","12","0","12","0","12","0","12","68","80","24","26","0","12","11","19",
"1500000US250250004013","Block Group 3, Census Tract 4.01, Suffolk County, Massachusetts","589","174","320","129","253","114","67","70","67","70","0","12","0","12","0","12","0","12","153","89","120","75","0","12","33","28","0","12","0","12","0","12","0","12","0","12","102","85","0","12","14","23",
"1500000US250250004014","Block Group 4, Census Tract 4.01, Suffolk County, Massachusetts","535","177","255","127","242","125","13","20","13","20","0","12","0","12","0","12","0","12","105","57","34","33","0","12","71","55","0","12","0","12","22","18","0","12","13","21","53","55","0","12","87","75",
"1500000US250250004021","Block Group 1, Census Tract 4.02, Suffolk County, Massachusetts","597","144","370","133","340","131","30","32","30","32","0","12","0","12","0","12","0","12","173","84","33","34","35","29","105","60","0","12","0","12","0","12","0","12","0","12","44","32","0","12","10","15",
"1500000US250250004022","Block Group 2, Census Tract 4.02, Suffolk County, Massachusetts","421","176","202","148","202","148","0","12","0","12","0","12","0","12","0","12","0","12","96","63","60","49","8","13","22","29","6","11","0","12","0","12","0","12","31","50","77","46","0","12","15","19",
"1500000US250250004023","Block Group 3, Census Tract 4.02, Suffolk County, Massachusetts","737","200","454","176","402","176","52","44","52","44","0","12","0","12","0","12","0","12","218","136","205","138","6","12","7","12","0","12","0","12","0","12","0","12","10","17","6","12","0","12","49","47",
"1500000US250250005021","Block Group 1, Census Tract 5.02, Suffolk County, Massachusetts","461","148","109","64","96","53","13","38","0","12","13","38","0","12","0","12","0","12","260","107","76","54","30","29","154","74","0","12","0","12","0","12","0","12","0","12","26","25","34","53","32","29",
"1500000US250250005022","Block Group 2, Census Tract 5.02, Suffolk County, Massachusetts","324","100","151","63","79","43","72","53","44","46","16","18","0","12","0","12","12","19","82","48","33","32","23","25","26","29","0","12","0","12","0","12","0","12","8","12","40","39","0","12","43","51",
"1500000US250250005023","Block Group 3, Census Tract 5.02, Suffolk County, Massachusetts","687","135","188","68","173","68","15","23","15","23","0","12","0","12","0","12","0","12","328","113","24","22","101","67","198","94","5","8","0","12","0","12","0","12","6","10","77","59","12","15","76","67",
"1500000US250250005024","Block Group 4, Census Tract 5.02, Suffolk County, Massachusetts","1172","299","111","84","77","67","34","50","11","21","23","46","0","12","0","12","0","12","176","108","61","64","34","50","81","61","0","12","0","12","0","12","0","12","0","12","769","229","0","12","116","88",
"1500000US250250005031","Block Group 1, Census Tract 5.03, Suffolk County, Massachusetts","500","184","189","82","184","82","5","9","5","9","0","12","0","12","0","12","0","12","275","127","105","87","79","61","91","66","0","12","0","12","0","12","0","12","0","12","17","24","0","12","19","20",
"1500000US250250005032","Block Group 2, Census Tract 5.03, Suffolk County, Massachusetts","776","154","250","84","218","85","32","38","32","38","0","12","0","12","0","12","0","12","437","120","30","29","94","57","313","117","0","12","0","12","0","12","0","12","0","12","41","35","0","12","48","56",
"1500000US250250005041","Block Group 1, Census Tract 5.04, Suffolk County, Massachusetts","876","208","408","168","338","121","70","69","70","69","0","12","0","12","0","12","0","12","389","150","35","35","172","116","182","103","0","12","0","12","0","12","0","12","27","30","39","36","0","12","13","19",
"1500000US250250005042","Block Group 2, Census Tract 5.04, Suffolk County, Massachusetts","648","170","234","121","179","116","55","61","55","61","0","12","0","12","0","12","0","12","267","121","42","40","77","74","123","94","25","42","0","12","0","12","13","20","29","33","44","38","0","12","61","51",
"1500000US250250005043","Block Group 3, Census Tract 5.04, Suffolk County, Massachusetts","620","186","239","120","210","109","29","36","29","36","0","12","0","12","0","12","0","12","344","144","14","22","12","20","318","141","0","12","0","12","0","12","0","12","11","20","0","12","0","12","26","29",
"1500000US250250005044","Block Group 4, Census Tract 5.04, Suffolk County, Massachusetts","477","232","199","182","199","182","0","12","0","12","0","12","0","12","0","12","0","12","213","124","0","12","39","46","174","103","0","12","0","12","0","12","0","12","0","12","19","29","10","15","36","59",
"1500000US250250006011","Block Group 1, Census Tract 6.01, Suffolk County, Massachusetts","231","119","95","79","88","78","7","13","7","13","0","12","0","12","0","12","0","12","75","63","20","22","0","12","55","52","0","12","0","12","0","12","0","12","0","12","23","39","0","12","38","53",
"1500000US250250006012","Block Group 2, Census Tract 6.01, Suffolk County, Massachusetts","625","185","330","101","308","97","22","25","22","25","0","12","0","12","0","12","0","12","186","104","104","65","0","12","82","64","0","12","0","12","34","43","0","12","0","12","17","20","0","12","58","44",
"1500000US250250006013","Block Group 3, Census Tract 6.01, Suffolk County, Massachusetts","344","124","149","63","113","55","36","27","29","25","7","11","0","12","0","12","0","12","167","93","102","77","20","31","45","45","0","12","0","12","0","12","0","12","7","16","0","12","0","12","21","24",
"1500000US250250006014","Block Group 4, Census Tract 6.01, Suffolk County, Massachusetts","437","140","296","105","237","94","59","40","43","37","0","12","6","11","10","15","0","12","101","50","62","41","0","12","39","30","0","12","0","12","0","12","0","12","11","18","29","26","0","12","0","12",
"1500000US250250006021","Block Group 1, Census Tract 6.02, Suffolk County, Massachusetts","1003","226","547","157","433","122","114","77","70","59","0","12","14","23","0","12","30","47","333","91","96","57","38","29","199","85","0","12","0","12","0","12","0","12","8","14","74","48","0","12","41","44",
"1500000US250250006022","Block Group 2, Census Tract 6.02, Suffolk County, Massachusetts","555","123","176","72","149","64","27","31","0","12","17","27","0","12","10","16","0","12","216","96","105","82","0","12","111","45","0","12","0","12","0","12","0","12","47","37","59","53","17","26","40","33",
"1500000US250250006023","Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts","217","88","94","63","84","55","10","16","10","16","0","12","0","12","0","12","0","12","99","57","35","31","0","12","64","46","0","12","0","12","0","12","0","12","0","12","24","24","0","12","0","12",
"1500000US250250007011","Block Group 1, Census Tract 7.01, Suffolk County, Massachusetts","377","131","103","62","53","51","50","46","50","46","0","12","0","12","0","12","0","12","170","96","43","51","57","41","33","31","37","60","0","12","0","12","0","12","0","12","71","57","0","12","33","26",
"1500000US250250007012","Block Group 2, Census Tract 7.01, Suffolk County, Massachusetts","175","127","30","36","30","36","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","16","94","101","0","12","41","69",
"1500000US250250007013","Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts","310","129","64","54","64","54","0","12","0","12","0","12","0","12","0","12","0","12","147","87","22","26","40","47","85","77","0","12","0","12","0","12","0","12","0","12","9","27","0","12","90","75",
"1500000US250250007014","Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts","434","171","251","96","203","95","48","55","48","55","0","12","0","12","0","12","0","12","121","128","48","59","0","12","73","85","0","12","0","12","0","12","0","12","0","12","62","67","0","12","0","12",
"1500000US250250007015","Block Group 5, Census Tract 7.01, Suffolk County, Massachusetts","1009","340","530","339","380","160","150","210","136","208","0","12","14","25","0","12","0","12","319","147","33","32","0","12","286","138","0","12","0","12","0","12","0","12","22","36","52","39","0","12","86","92",
"1500000US250250007031","Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts","675","122","95","54","95","54","0","12","0","12","0","12","0","12","0","12","0","12","356","89","99","39","175","56","82","49","0","12","0","12","0","12","0","12","0","12","224","90","0","12","0","12",
"1500000US250250007032","Block Group 2, Census Tract 7.03, Suffolk County, Massachusetts","841","252","112","72","96","70","16","9","16","9","0","12","0","12","0","12","0","12","283","125","56","58","25","20","202","111","0","12","0","12","39","59","0","12","68","72","226","103","0","12","113","66",
"1500000US250250007041","Block Group 1, Census Tract 7.04, Suffolk County, Massachusetts","868","314","292","109","216","97","76","67","28","34","0","12","0","12","0","12","48","62","384","152","132","76","89","75","163","96","0","12","0","12","0","12","0","12","95","69","84","98","0","12","13","21",
"1500000US250250007042","Block Group 2, Census Tract 7.04, Suffolk County, Massachusetts","464","151","177","84","136","87","41","49","41","49","0","12","0","12","0","12","0","12","129","73","65","55","0","12","64","54","0","12","0","12","0","12","0","12","72","116","71","60","0","12","15","24",
"1500000US250250007043","Block Group 3, Census Tract 7.04, Suffolk County, Massachusetts","718","205","162","77","102","53","60","65","31","52","29","42","0","12","0","12","0","12","419","159","156","95","15","26","248","117","0","12","0","12","0","12","0","12","23","36","77","103","0","12","37","56",
"1500000US250250007044","Block Group 4, Census Tract 7.04, Suffolk County, Massachusetts","348","147","146","92","74","51","72","88","59","86","0","12","0","12","0","12","13","19","164","91","30","34","42","45","92","59","0","12","0","12","0","12","0","12","0","12","17","31","0","12","21","33",
"1500000US250250008021","Block Group 1, Census Tract 8.02, Suffolk County, Massachusetts","873","319","185","130","149","123","36","29","23","19","0","12","0","12","0","12","13","24","450","256","216","159","141","115","93","96","0","12","0","12","0","12","0","12","62","62","118","124","0","12","58","69",
"1500000US250250008022","Block Group 2, Census Tract 8.02, Suffolk County, Massachusetts","835","376","170","95","143","84","27","43","27","43","0","12","0","12","0","12","0","12","527","297","180","107","47","74","300","208","0","12","0","12","0","12","0","12","0","12","90","86","0","12","48","58",
"1500000US250250008023","Block Group 3, Census Tract 8.02, Suffolk County, Massachusetts","486","368","326","270","305","251","21","34","21","34","0","12","0","12","0","12","0","12","121","107","86","96","25","40","10","22","0","12","0","12","0","12","0","12","0","12","39","46","0","12","0","12",
"1500000US250250008024","Block Group 4, Census Tract 8.02, Suffolk County, Massachusetts","1544","463","678","229","596","234","82","68","82","68","0","12","0","12","0","12","0","12","383","226","204","172","29","45","150","154","0","12","0","12","0","12","0","12","133","127","334","259","0","12","16","25",
"1500000US250250008025","Block Group 5, Census Tract 8.02, Suffolk County, Massachusetts","838","212","163","68","149","64","14","23","14","23","0","12","0","12","0","12","0","12","374","149","80","76","22","22","272","112","0","12","0","12","0","12","0","12","6","11","262","135","0","12","33","43",
"1500000US250250008031","Block Group 1, Census Tract 8.03, Suffolk County, Massachusetts","873","279","171","73","162","70","9","16","0","12","0","12","9","16","0","12","0","12","278","141","94","75","7","10","177","114","0","12","0","12","14","15","0","12","15","15","335","191","0","12","60","59",
"1500000US250250008032","Block Group 2, Census Tract 8.03, Suffolk County, Massachusetts","1134","473","84","74","84","74","0","12","0","12","0","12","0","12","0","12","0","12","219","170","118","144","0","12","74","60","27","55","0","12","0","12","0","12","27","55","784","459","10","19","10","20",
"1500000US250250101031","Block Group 1, Census Tract 101.03, Suffolk County, Massachusetts","611","174","49","23","49","23","0","12","0","12","0","12","0","12","0","12","0","12","125","68","27","17","46","46","52","54","0","12","0","12","0","12","0","12","0","12","332","153","0","12","105","65",
"1500000US250250101032","Block Group 2, Census Tract 101.03, Suffolk County, Massachusetts","316","140","29","36","11","16","18","32","2","4","0","12","0","12","0","12","16","32","72","68","49","52","0","12","23","29","0","12","0","12","0","12","0","12","7","10","179","109","0","12","29","29",
"1500000US250250101033","Block Group 3, Census Tract 101.03, Suffolk County, Massachusetts","623","142","56","39","53","39","3","7","0","12","0","12","3","7","0","12","0","12","130","75","42","32","16","20","72","60","0","12","0","12","0","12","0","12","17","25","390","111","6","12","24","25",
"1500000US250250101041","Block Group 1, Census Tract 101.04, Suffolk County, Massachusetts","846","156","153","57","136","55","17","19","17","19","0","12","0","12","0","12","0","12","245","94","63","54","43","55","139","55","0","12","0","12","0","12","0","12","39","57","300","104","30","31","79","61",
"1500000US250250101042","Block Group 2, Census Tract 101.04, Suffolk County, Massachusetts","1091","198","105","49","78","44","27","29","17","20","0","12","0","12","0","12","10","20","208","68","42","31","18","36","148","54","0","12","0","12","0","12","0","12","34","32","701","204","0","12","43","35",
"1500000US250250101043","Block Group 3, Census Tract 101.04, Suffolk County, Massachusetts","402","98","33","31","33","31","0","12","0","12","0","12","0","12","0","12","0","12","179","73","76","67","0","12","103","48","0","12","0","12","0","12","0","12","0","12","190","76","0","12","0","12",
"1500000US250250102031","Block Group 1, Census Tract 102.03, Suffolk County, Massachusetts","545","235","111","77","98","73","13","21","13","21","0","12","0","12","0","12","0","12","99","54","0","12","0","12","99","54","0","12","0","12","0","12","0","12","61","75","231","116","23","36","20","25",
"1500000US250250102032","Block Group 2, Census Tract 102.03, Suffolk County, Massachusetts","1196","247","340","137","303","121","37","56","37","56","0","12","0","12","0","12","0","12","252","160","104","115","13","21","135","74","0","12","0","12","0","12","0","12","15","19","521","167","0","12","68","67",
"1500000US250250102033","Block Group 3, Census Tract 102.03, Suffolk County, Massachusetts","839","142","113","60","105","59","8","15","8","15","0","12","0","12","0","12","0","12","191","74","81","50","0","12","110","52","0","12","0","12","0","12","0","12","53","55","438","160","0","12","44","54",
"1500000US250250102034","Block Group 4, Census Tract 102.03, Suffolk County, Massachusetts","128","78","26","41","26","41","0","12","0","12","0","12","0","12","0","12","0","12","57","64","27","41","0","12","30","48","0","12","0","12","0","12","0","12","0","12","45","45","0","12","0","12",
"1500000US250250102041","Block Group 1, Census Tract 102.04, Suffolk County, Massachusetts","406","95","14","24","14","24","0","12","0","12","0","12","0","12","0","12","0","12","69","47","22","33","0","12","47","33","0","12","0","12","0","12","0","12","28","37","277","79","0","12","18","27",
"1500000US250250102042","Block Group 2, Census Tract 102.04, Suffolk County, Massachusetts","659","161","80","51","69","53","11","18","11","18","0","12","0","12","0","12","0","12","262","127","28","28","0","12","234","130","0","12","0","12","0","12","0","12","18","22","288","106","0","12","11","17",
"1500000US250250102043","Block Group 3, Census Tract 102.04, Suffolk County, Massachusetts","529","179","154","77","144","80","10","16","10","16","0","12","0","12","0","12","0","12","92","38","22","25","20","32","50","35","0","12","0","12","0","12","0","12","7","14","267","178","0","12","9","14",
"1500000US250250103001","Block Group 1, Census Tract 103, Suffolk County, Massachusetts","446","111","37","40","19","33","18","23","18","23","0","12","0","12","0","12","0","12","88","51","3","7","5","8","80","49","0","12","0","12","0","12","0","12","31","35","238","99","0","12","52","47",
"1500000US250250103002","Block Group 2, Census Tract 103, Suffolk County, Massachusetts","1679","408","201","123","121","64","80","93","63","87","0","12","10","20","7","14","0","12","332","143","108","63","0","12","224","111","0","12","0","12","0","12","0","12","4","6","942","239","21","31","179","107",
"1500000US250250104031","Block Group 1, Census Tract 104.03, Suffolk County, Massachusetts","556","264","111","135","17","21","94","133","0","12","0","12","94","133","0","12","0","12","188","97","0","12","67","70","121","82","0","12","0","12","0","12","0","12","0","12","257","164","0","12","0","12",
"1500000US250250104032","Block Group 2, Census Tract 104.03, Suffolk County, Massachusetts","406","200","31","48","31","48","0","12","0","12","0","12","0","12","0","12","0","12","177","120","107","93","0","12","70","63","0","12","0","12","0","12","0","12","0","12","98","86","0","12","100","110",
"1500000US250250104033","Block Group 3, Census Tract 104.03, Suffolk County, Massachusetts","508","209","136","75","136","75","0","12","0","12","0","12","0","12","0","12","0","12","198","109","58","53","16","25","124","95","0","12","0","12","0","12","0","12","0","12","111","70","0","12","63","52",
"1500000US250250104041","Block Group 1, Census Tract 104.04, Suffolk County, Massachusetts","925","276","197","128","191","127","6","9","6","9","0","12","0","12","0","12","0","12","256","117","114","73","0","12","142","92","0","12","0","12","0","12","0","12","0","12","339","154","7","12","126","89",
"1500000US250250104042","Block Group 2, Census Tract 104.04, Suffolk County, Massachusetts","914","271","88","59","88","59","0","12","0","12","0","12","0","12","0","12","0","12","135","75","51","44","11","23","73","57","0","12","0","12","0","12","0","12","13","24","645","273","0","12","33","29",
"1500000US250250104043","Block Group 3, Census Tract 104.04, Suffolk County, Massachusetts","318","143","23","31","8","16","15","27","0","12","6","12","9","15","0","12","0","12","72","47","16","25","0","12","56","41","0","12","0","12","0","12","0","12","0","12","172","111","51","73","0","12",
"1500000US250250104051","Block Group 1, Census Tract 104.05, Suffolk County, Massachusetts","1416","299","185","83","149","71","36","34","12","24","0","12","24","29","0","12","0","12","513","161","77","66","31","37","405","131","0","12","0","12","0","12","0","12","9","18","661","227","0","12","48","46",
"1500000US250250104052","Block Group 2, Census Tract 104.05, Suffolk County, Massachusetts","789","133","161","82","130","66","31","34","3","5","28","34","0","12","0","12","0","12","196","79","55","33","7","10","134","68","0","12","0","12","0","12","0","12","24","22","384","109","0","12","24","20",
"1500000US250250104053","Block Group 3, Census Tract 104.05, Suffolk County, Massachusetts","180","115","16","20","16","20","0","12","0","12","0","12","0","12","0","12","0","12","69","67","0","12","0","12","69","67","0","12","0","12","0","12","0","12","0","12","84","68","0","12","11","17",
"1500000US250250104081","Block Group 1, Census Tract 104.08, Suffolk County, Massachusetts","1125","143","327","105","258","97","69","45","42","40","0","12","6","10","0","12","21","25","301","82","172","69","0","12","129","57","0","12","0","12","0","12","0","12","6","10","419","119","0","12","72","71",
"1500000US250250105001","Block Group 1, Census Tract 105, Suffolk County, Massachusetts","671","287","130","96","130","96","0","12","0","12","0","12","0","12","0","12","0","12","173","90","36","36","11","22","126","84","0","12","0","12","0","12","0","12","15","24","316","169","11","22","26","25",
"1500000US250250105002","Block Group 2, Census Tract 105, Suffolk County, Massachusetts","406","130","42","47","42","47","0","12","0","12","0","12","0","12","0","12","0","12","265","121","36","40","24","26","167","103","38","53","0","12","0","12","0","12","9","14","82","55","0","12","8","12",
"1500000US250250105003","Block Group 3, Census Tract 105, Suffolk County, Massachusetts","491","93","113","59","65","45","48","38","36","33","0","12","0","12","0","12","12","20","200","86","76","55","0","12","117","70","7","11","0","12","0","12","0","12","6","10","136","76","0","12","36","29",
"1500000US250250106001","Block Group 1, Census Tract 106, Suffolk County, Massachusetts","942","148","383","107","364","108","19","18","19","18","0","12","0","12","0","12","0","12","271","124","39","39","14","24","218","112","0","12","0","12","0","12","0","12","19","30","251","117","0","12","18","20",
"1500000US250250106002","Block Group 2, Census Tract 106, Suffolk County, Massachusetts","640","171","237","106","237","106","0","12","0","12","0","12","0","12","0","12","0","12","261","96","10","16","22","36","218","91","11","18","0","12","0","12","0","12","10","16","114","54","0","12","18","20",
"1500000US250250107011","Block Group 1, Census Tract 107.01, Suffolk County, Massachusetts","836","205","168","95","154","93","14","23","14","23","0","12","0","12","0","12","0","12","206","125","41","49","46","73","106","91","13","20","0","12","0","12","0","12","36","37","330","118","0","12","96","85",
"1500000US250250107012","Block Group 2, Census Tract 107.01, Suffolk County, Massachusetts","729","165","384","152","367","154","17","26","17","26","0","12","0","12","0","12","0","12","65","32","23","35","0","12","42","30","0","12","0","12","0","12","0","12","0","12","249","84","0","12","31","29",
"1500000US250250107013","Block Group 3, Census Tract 107.01, Suffolk County, Massachusetts","431","124","141","77","130","70","11","18","11","18","0","12","0","12","0","12","0","12","130","63","12","19","0","12","107","60","11","17","0","12","0","12","0","12","0","12","160","84","0","12","0","12",
"1500000US250250107021","Block Group 1, Census Tract 107.02, Suffolk County, Massachusetts","676","198","197","86","179","83","18","19","10","15","8","13","0","12","0","12","0","12","145","82","32","36","0","12","113","74","0","12","0","12","0","12","0","12","0","12","156","87","17","19","161","154",
"1500000US250250107022","Block Group 2, Census Tract 107.02, Suffolk County, Massachusetts","510","148","71","45","67","43","4","9","0","12","0","12","0","12","4","9","0","12","112","92","15","23","0","12","67","58","30","34","0","12","8","12","0","12","1","2","318","94","0","12","0","12",
"1500000US250250107023","Block Group 3, Census Tract 107.02, Suffolk County, Massachusetts","434","118","170","78","168","78","2","4","2","4","0","12","0","12","0","12","0","12","64","40","0","12","25","30","30","32","9","14","0","12","0","12","0","12","0","12","176","75","0","12","24","27",
