Geography,Total Estimate,Total Margin of Error,Estimate - 12 00 a.m. to 4 59 a.m.,Margin of Error - 12 00 a.m. to 4 59 a.m.,Estimate - 5 00 a.m. to 5 29 a.m.,Margin of Error - 5 00 a.m. to 5 29 a.m.,Estimate - 5 30 a.m. to 5 59 a.m.,Margin of Error - 5 30 a.m. to 5 59 a.m.,Estimate - 6 00 a.m. to 6 29 a.m.,Margin of Error - 6 00 a.m. to 6 29 a.m.,Estimate - 6 30 a.m. to 6 59 a.m.,Margin of Error - 6 30 a.m. to 6 59 a.m.,Estimate - 7 00 a.m. to 7 29 a.m.,Margin of Error - 7 00 a.m. to 7 29 a.m.,Estimate - 7 30 a.m. to 7 59 a.m.,Margin of Error - 7 30 a.m. to 7 59 a.m.,Estimate - 8 00 a.m. to 8 29 a.m.,Margin of Error - 8 00 a.m. to 8 29 a.m.,Estimate - 8 30 a.m. to 8 59 a.m.,Margin of Error - 8 30 a.m. to 8 59 a.m.,Estimate - 9 00 a.m. to 9 59 a.m.,Margin of Error - 9 00 a.m. to 9 59 a.m.,Estimate - 10 00 a.m. to 10 59 a.m.,Margin of Error - 10 00 a.m. to 10 59 a.m.,Estimate - 11 00 a.m. to 11 59 a.m.,Margin of Error - 11 00 a.m. to 11 59 a.m.,Estimate - 12 00 p.m. to 3 59 p.m.,Margin of Error - 12 00 p.m. to 3 59 p.m.,Estimate - 4 00 p.m. to 11 59 p.m.,Margin of Error - 4 00 p.m. to 11 59 p.m.,Block Group,Census Tract,County,State
1500000US250251301005,503,238,0,12,0,12,0,12,0,12,33,40,62,80,177,151,102,134,0,12,59,93,0,12,0,12,26,42,44,76,5,1301,Suffolk County,Massachusetts
1500000US250251301006,79,55,0,12,0,12,0,12,3,15,0,12,20,35,24,35,14,24,0,12,18,27,0,12,0,12,0,12,0,12,6,1301,Suffolk County,Massachusetts
1500000US250251301007,558,274,40,61,20,33,0,12,20,31,104,86,189,134,39,57,61,67,52,49,17,28,16,26,0,12,0,12,0,12,7,1301,Suffolk County,Massachusetts
1500000US250251302001,498,194,0,12,0,12,16,23,30,27,0,12,180,156,57,42,86,39,37,42,73,37,19,28,0,12,0,12,0,12,1,1302,Suffolk County,Massachusetts
1500000US250251302002,599,150,31,48,0,12,8,13,93,110,24,21,128,78,77,47,52,34,89,60,66,46,0,12,21,24,10,15,0,12,2,1302,Suffolk County,Massachusetts
1500000US250251302003,714,127,0,12,0,12,10,16,88,48,80,50,112,52,140,58,90,54,76,63,52,45,20,23,11,18,10,16,25,22,3,1302,Suffolk County,Massachusetts
1500000US250251302004,496,138,0,12,19,24,10,16,9,14,114,58,107,67,52,47,123,73,14,15,8,13,0,12,0,12,22,24,18,15,4,1302,Suffolk County,Massachusetts
1500000US250251302005,474,140,0,12,0,12,0,12,48,38,73,43,86,44,47,38,67,45,13,20,0,12,0,12,20,22,50,36,70,50,5,1302,Suffolk County,Massachusetts
1500000US250251303001,472,137,0,12,0,12,0,12,40,42,26,26,136,63,137,80,64,45,24,22,9,16,6,10,0,12,21,23,9,14,1,1303,Suffolk County,Massachusetts
1500000US250251303002,418,117,0,12,29,30,9,14,26,25,31,35,39,32,78,64,104,52,44,36,10,16,20,24,0,12,13,21,15,17,2,1303,Suffolk County,Massachusetts
1500000US250251303003,336,91,13,21,0,12,0,12,0,12,66,37,31,34,65,46,58,47,9,15,55,37,11,18,0,12,28,28,0,12,3,1303,Suffolk County,Massachusetts
1500000US250251303004,778,146,0,12,0,12,0,12,89,61,121,70,106,52,63,39,81,61,13,21,64,39,61,48,0,12,92,68,88,59,4,1303,Suffolk County,Massachusetts
1500000US250251303005,423,162,0,12,11,19,0,12,28,27,41,32,47,35,145,75,78,74,0,12,19,22,10,18,0,12,17,19,27,26,5,1303,Suffolk County,Massachusetts
1500000US250251304021,595,267,0,12,0,12,0,12,52,59,367,231,79,76,22,35,15,23,0,12,0,12,33,48,0,12,0,12,27,34,1,1304.02,Suffolk County,Massachusetts
1500000US250251304022,537,193,0,12,0,12,30,50,117,74,24,41,76,86,59,58,66,70,59,70,28,34,0,12,0,12,34,39,44,51,2,1304.02,Suffolk County,Massachusetts
1500000US250251304023,551,177,0,12,19,32,83,116,50,39,101,70,0,12,55,44,70,58,19,32,37,44,62,81,0,12,46,46,9,18,3,1304.02,Suffolk County,Massachusetts
1500000US250251304024,657,191,0,12,0,12,43,57,96,63,6,14,116,64,90,56,77,55,23,35,164,153,0,12,0,12,30,45,12,28,4,1304.02,Suffolk County,Massachusetts
1500000US250251304025,500,185,0,12,0,12,50,68,22,34,49,50,82,66,37,40,32,52,25,23,157,107,8,14,0,12,0,12,38,40,5,1304.02,Suffolk County,Massachusetts
1500000US250251304041,963,237,24,28,25,27,0,12,88,60,132,54,154,82,186,124,75,54,85,102,53,50,44,37,0,12,28,25,69,56,1,1304.04,Suffolk County,Massachusetts
1500000US250251304042,354,132,0,12,8,13,21,29,10,17,24,35,148,64,37,33,17,16,25,28,39,60,0,12,0,12,0,12,25,25,2,1304.04,Suffolk County,Massachusetts
1500000US250251304043,256,119,9,15,59,54,0,12,5,10,0,12,11,14,62,71,23,20,9,10,7,11,0,12,0,12,55,52,16,21,3,1304.04,Suffolk County,Massachusetts
1500000US250251304061,1279,287,0,12,0,12,36,54,87,73,119,115,184,105,117,95,21,33,13,22,148,118,0,12,37,59,386,175,131,100,1,1304.06,Suffolk County,Massachusetts
1500000US250251304062,1168,307,0,12,35,54,94,72,82,87,122,82,231,133,97,64,168,125,45,45,65,97,32,36,0,12,54,64,143,127,2,1304.06,Suffolk County,Massachusetts
1500000US250251304063,337,136,36,43,0,12,20,34,69,65,23,37,109,96,19,30,29,37,15,24,0,12,0,12,0,12,0,12,17,25,3,1304.06,Suffolk County,Massachusetts
1500000US250251401021,781,300,0,12,64,51,0,12,157,115,59,49,187,86,93,98,6,11,65,80,0,12,32,32,11,16,107,80,0,12,1,1401.02,Suffolk County,Massachusetts
1500000US250251401022,674,197,28,44,18,31,10,15,98,60,0,12,106,61,97,94,56,38,8,13,46,39,41,48,0,12,76,56,90,75,2,1401.02,Suffolk County,Massachusetts
1500000US250251401023,400,116,25,38,35,42,10,16,59,41,36,36,64,36,129,80,9,13,10,18,0,12,0,12,0,12,0,12,23,26,3,1401.02,Suffolk County,Massachusetts
1500000US250251401024,775,214,29,25,17,24,38,37,35,33,59,42,195,113,82,46,176,113,50,52,25,25,21,33,7,10,30,35,11,17,4,1401.02,Suffolk County,Massachusetts
1500000US250251401051,1627,311,36,36,61,51,37,34,204,100,171,79,447,142,204,119,158,73,32,31,57,39,26,46,27,26,102,56,65,50,1,1401.05,Suffolk County,Massachusetts
1500000US250251401052,666,241,64,67,0,12,67,68,97,78,88,61,95,92,10,15,28,28,20,31,0,12,30,49,24,24,60,59,83,69,2,1401.05,Suffolk County,Massachusetts
1500000US250251401061,736,187,29,23,19,21,26,23,80,46,81,41,79,39,78,52,46,27,33,26,80,63,6,9,0,12,124,73,55,39,1,1401.06,Suffolk County,Massachusetts
1500000US250251401062,241,86,6,10,8,11,3,29,20,23,7,8,24,26,16,20,48,33,44,41,8,13,0,12,0,12,40,32,17,25,2,1401.06,Suffolk County,Massachusetts
1500000US250251401071,1101,176,34,31,32,30,75,41,88,46,80,41,255,102,128,53,151,62,74,36,34,26,28,25,5,8,62,63,55,54,1,1401.07,Suffolk County,Massachusetts
1500000US250251401072,392,113,26,31,0,12,5,8,14,12,84,58,119,58,41,21,16,24,0,12,0,12,0,12,0,12,87,52,0,12,2,1401.07,Suffolk County,Massachusetts
1500000US250251402011,596,143,95,74,27,27,48,34,47,33,76,55,72,47,6,9,63,46,9,12,54,52,4,8,3,6,45,51,47,39,1,1402.01,Suffolk County,Massachusetts
1500000US250251402012,833,175,49,41,25,26,2,8,163,87,78,51,104,69,66,48,56,35,45,43,65,69,3,8,14,16,91,57,72,55,2,1402.01,Suffolk County,Massachusetts
1500000US250251402021,620,229,10,20,41,42,18,19,79,82,76,57,34,36,103,77,12,17,38,46,0,12,10,16,14,21,48,46,137,107,1,1402.02,Suffolk County,Massachusetts
1500000US250251402022,676,216,31,50,0,12,17,28,66,63,69,62,112,81,41,41,127,86,8,13,40,48,0,12,7,12,78,75,80,93,2,1402.02,Suffolk County,Massachusetts
1500000US250251402023,572,160,10,16,63,62,13,21,54,59,57,43,159,105,42,30,37,39,4,8,9,17,0,12,15,19,29,28,80,53,3,1402.02,Suffolk County,Massachusetts
1500000US250251402024,928,261,47,47,45,63,47,37,119,116,139,85,74,61,49,40,191,107,59,55,4,8,50,56,27,35,23,23,54,59,4,1402.02,Suffolk County,Massachusetts
1500000US250251402025,493,171,30,44,29,32,10,15,98,69,68,53,93,56,18,22,69,52,0,12,28,30,19,24,13,20,18,20,0,12,5,1402.02,Suffolk County,Massachusetts
1500000US250251403001,591,226,0,12,43,60,65,77,108,85,20,31,14,24,24,26,170,135,0,12,42,42,18,28,0,12,70,72,17,30,1,1403,Suffolk County,Massachusetts
1500000US250251403002,574,219,0,12,17,28,0,12,140,102,71,74,23,37,52,42,210,134,16,27,45,50,0,12,0,12,0,12,0,12,2,1403,Suffolk County,Massachusetts
1500000US250251403003,891,457,0,12,0,12,30,45,88,88,139,170,268,140,45,69,39,48,0,12,59,73,0,12,0,12,207,134,16,25,3,1403,Suffolk County,Massachusetts
1500000US250251403004,250,122,0,12,0,12,18,29,0,12,0,12,77,80,44,69,0,12,0,12,0,12,0,12,0,12,62,65,49,56,4,1403,Suffolk County,Massachusetts
1500000US250251403005,565,255,0,12,66,86,94,84,0,12,0,12,74,76,14,22,0,12,15,24,44,69,0,12,37,46,160,109,61,74,5,1403,Suffolk County,Massachusetts
1500000US250251403006,308,147,0,12,0,12,0,12,54,50,49,64,44,54,0,12,50,49,16,25,53,48,0,12,0,12,29,48,13,25,6,1403,Suffolk County,Massachusetts
1500000US250251404001,208,128,0,12,38,61,0,12,13,22,28,45,31,49,0,12,18,29,0,12,36,58,0,12,0,12,0,12,44,68,1,1404,Suffolk County,Massachusetts
1500000US250251404002,537,213,11,18,27,40,0,12,67,78,41,51,16,28,154,160,0,12,42,64,13,21,0,12,0,12,125,97,41,38,2,1404,Suffolk County,Massachusetts
1500000US250251404003,662,276,0,12,126,81,0,12,152,119,53,51,97,62,25,29,0,12,0,12,0,12,0,12,0,12,88,97,121,97,3,1404,Suffolk County,Massachusetts
1500000US250251404004,282,166,8,17,17,27,12,19,35,47,0,12,69,57,38,64,17,27,0,12,14,23,0,12,0,12,59,53,13,21,4,1404,Suffolk County,Massachusetts
1500000US250251404005,860,271,176,131,38,51,0,12,205,142,100,96,76,83,80,80,60,99,0,12,30,36,0,12,0,12,76,74,19,34,5,1404,Suffolk County,Massachusetts
1500000US250251404006,941,267,50,55,25,42,0,12,103,84,142,139,246,194,34,38,51,46,0,12,0,12,33,51,0,12,119,93,138,122,6,1404,Suffolk County,Massachusetts
1500000US250251404007,507,217,18,27,20,35,14,22,72,81,0,12,118,107,0,12,18,35,0,12,68,75,55,69,0,12,124,115,0,12,7,1404,Suffolk County,Massachusetts
1500000US250251601011,1091,465,87,97,164,130,29,49,99,103,110,93,121,105,35,56,76,72,95,84,127,105,16,26,0,12,74,83,58,69,1,1601.01,Suffolk County,Massachusetts
1500000US250251601012,923,393,84,79,96,83,0,12,132,109,168,128,128,92,0,12,15,26,0,12,108,172,26,41,0,12,61,72,105,71,2,1601.01,Suffolk County,Massachusetts
1500000US250251601013,811,275,49,57,16,27,0,12,93,73,93,110,169,114,78,62,51,56,16,25,0,12,0,12,0,12,190,120,56,66,3,1601.01,Suffolk County,Massachusetts
1500000US250251601014,1120,501,84,110,147,116,0,12,165,108,34,56,133,81,57,45,134,112,55,88,94,109,0,12,0,12,102,111,115,112,4,1601.01,Suffolk County,Massachusetts
1500000US250251601015,400,266,25,41,0,12,0,12,0,12,38,64,93,100,17,26,102,116,0,12,24,39,0,12,0,12,43,51,58,77,5,1601.01,Suffolk County,Massachusetts
1500000US250251602001,947,356,133,106,78,80,36,38,61,65,36,43,203,147,0,12,7,11,34,39,103,100,0,12,0,12,95,68,161,106,1,1602,Suffolk County,Massachusetts
1500000US250251602002,287,110,58,47,15,24,0,12,22,21,16,17,9,15,15,24,0,12,37,43,5,9,0,12,0,12,59,39,51,54,2,1602,Suffolk County,Massachusetts
1500000US250251602003,908,423,79,63,20,33,33,35,80,59,85,96,154,109,75,103,131,101,18,29,46,53,32,37,0,12,83,79,72,53,3,1602,Suffolk County,Massachusetts
1500000US250251603001,863,155,10,16,61,47,64,47,51,40,84,46,130,64,132,68,88,47,26,26,59,48,23,26,23,21,67,41,45,45,1,1603,Suffolk County,Massachusetts
1500000US250251603002,339,157,0,12,7,11,26,29,130,120,27,20,49,47,8,14,34,34,10,16,26,30,7,10,8,13,0,12,7,12,2,1603,Suffolk County,Massachusetts
1500000US250251604001,850,153,107,62,57,53,89,65,39,28,97,46,73,41,56,37,164,61,9,13,69,48,0,12,8,14,61,46,21,20,1,1604,Suffolk County,Massachusetts
1500000US250251604002,837,201,174,88,33,27,63,49,74,42,29,25,99,56,81,47,40,28,8,12,36,25,50,47,7,11,38,28,105,53,2,1604,Suffolk County,Massachusetts
1500000US250251605011,1033,256,49,55,66,59,45,46,205,109,106,73,154,89,10,16,172,125,0,12,7,10,16,26,30,41,106,72,67,77,1,1605.01,Suffolk County,Massachusetts
1500000US250251605012,465,187,27,34,54,43,30,40,83,73,0,12,69,51,16,25,25,30,13,20,0,12,0,12,33,54,70,56,45,49,2,1605.01,Suffolk County,Massachusetts
1500000US250251605013,183,87,0,12,19,31,24,32,42,40,14,16,20,22,0,12,17,22,9,14,0,12,9,14,0,12,15,17,14,22,3,1605.01,Suffolk County,Massachusetts
1500000US250251605014,434,191,30,35,112,129,17,26,68,64,18,14,41,48,16,23,24,28,0,12,0,12,35,54,28,30,15,23,30,37,4,1605.01,Suffolk County,Massachusetts
1500000US250251605015,486,216,28,43,75,79,11,18,67,57,43,38,38,50,30,36,13,20,11,19,47,53,13,22,21,32,0,12,89,70,5,1605.01,Suffolk County,Massachusetts
1500000US250251605021,1012,255,57,48,10,16,58,46,69,60,110,73,159,176,9,15,255,147,0,12,27,39,35,41,24,27,100,75,99,56,1,1605.02,Suffolk County,Massachusetts
1500000US250251605022,933,295,86,85,52,43,0,12,113,87,65,55,64,58,62,67,226,121,75,89,75,75,35,41,0,12,71,65,9,15,2,1605.02,Suffolk County,Massachusetts
1500000US250251605023,372,149,12,20,9,14,0,12,60,53,12,18,39,49,79,61,72,76,0,12,9,15,23,37,0,12,35,44,22,23,3,1605.02,Suffolk County,Massachusetts
1500000US250251606011,1158,271,63,65,10,16,69,47,142,93,23,25,236,118,167,82,223,105,57,39,47,39,10,14,0,12,69,57,42,41,1,1606.01,Suffolk County,Massachusetts
1500000US250251606012,1113,348,168,111,66,49,60,52,78,63,82,59,163,104,147,108,57,39,72,62,8,14,48,53,45,45,92,74,27,27,2,1606.01,Suffolk County,Massachusetts
1500000US250251606021,980,336,101,112,138,108,27,46,120,66,103,75,235,218,62,55,6,11,22,24,16,25,38,41,14,26,76,60,22,36,1,1606.02,Suffolk County,Massachusetts
1500000US250251606022,334,151,29,38,0,12,42,54,42,47,33,37,17,20,20,23,45,44,27,26,9,14,13,23,9,14,48,64,0,12,2,1606.02,Suffolk County,Massachusetts
1500000US250251606023,362,169,19,21,26,27,11,17,13,16,56,57,30,29,47,57,69,64,10,17,62,68,12,21,0,12,7,12,0,12,3,1606.02,Suffolk County,Massachusetts
1500000US250251606024,410,162,82,66,42,52,31,45,46,62,32,36,46,63,0,12,42,35,0,12,28,41,18,23,21,32,8,13,14,20,4,1606.02,Suffolk County,Massachusetts
1500000US250251606025,579,198,11,17,29,43,59,48,19,21,71,60,108,82,53,44,72,55,43,38,0,12,40,57,0,12,40,48,34,36,5,1606.02,Suffolk County,Massachusetts
1500000US250251701001,558,226,69,106,0,12,42,48,27,32,87,76,76,70,13,20,101,71,52,51,26,29,0,12,11,17,34,40,20,32,1,1701,Suffolk County,Massachusetts
1500000US250251701002,873,381,128,106,0,12,74,86,64,96,134,87,177,113,38,55,68,82,0,12,0,12,42,55,9,20,84,72,55,45,2,1701,Suffolk County,Massachusetts
1500000US250251701003,416,195,32,38,0,12,10,17,22,36,14,24,26,29,18,27,151,163,30,35,57,42,6,9,0,12,0,12,50,60,3,1701,Suffolk County,Massachusetts
1500000US250251701004,334,128,30,35,0,12,7,15,19,31,29,34,175,125,31,34,0,12,0,12,14,23,19,32,0,12,10,19,0,12,4,1701,Suffolk County,Massachusetts
1500000US250251701005,597,213,0,12,61,58,66,81,37,44,105,104,35,42,80,75,58,69,29,24,98,79,0,12,0,12,16,27,12,19,5,1701,Suffolk County,Massachusetts
1500000US250251701006,379,153,44,42,0,12,29,46,54,50,38,38,57,52,0,12,68,50,19,28,44,44,7,13,0,12,0,12,19,29,6,1701,Suffolk County,Massachusetts
1500000US250251701007,557,216,0,12,24,31,42,44,20,32,110,85,122,135,45,43,13,22,14,23,57,71,69,85,0,12,18,31,23,38,7,1701,Suffolk County,Massachusetts
1500000US250251702001,325,113,0,12,32,39,26,26,40,31,12,14,56,39,21,34,11,17,9,14,22,25,23,21,0,12,47,49,26,20,1,1702,Suffolk County,Massachusetts
1500000US250251702002,889,233,10,19,84,57,0,12,154,94,30,29,202,124,41,33,161,112,55,44,8,14,7,13,0,12,65,59,72,68,2,1702,Suffolk County,Massachusetts
1500000US250251702003,259,147,11,16,0,12,0,12,32,29,0,12,47,75,8,13,70,74,0,12,0,12,9,15,1,6,40,41,41,50,3,1702,Suffolk County,Massachusetts
1500000US250251702004,658,153,9,15,34,37,38,46,131,95,25,31,95,61,127,69,51,32,32,29,72,62,12,18,0,12,20,23,12,18,4,1702,Suffolk County,Massachusetts
1500000US250251703001,1104,342,34,40,16,27,38,44,16,25,173,133,295,194,175,182,118,95,61,46,18,31,0,12,14,23,28,33,118,124,1,1703,Suffolk County,Massachusetts
1500000US250251703002,346,151,0,12,14,24,57,52,0,12,41,47,84,94,15,24,18,28,0,12,26,28,26,37,19,31,32,38,14,23,2,1703,Suffolk County,Massachusetts
1500000US250251703003,321,156,19,32,0,12,0,12,20,32,11,19,11,19,58,58,78,55,0,12,36,43,16,26,0,12,52,63,20,32,3,1703,Suffolk County,Massachusetts
1500000US250251703004,1215,399,0,12,284,278,38,43,158,105,81,67,134,98,92,81,96,88,49,56,78,81,33,38,0,12,130,110,42,49,4,1703,Suffolk County,Massachusetts
1500000US250251703005,628,235,80,80,13,22,40,53,79,60,43,47,100,77,9,18,69,86,82,76,0,12,0,12,0,12,81,66,32,29,5,1703,Suffolk County,Massachusetts
1500000US250251703006,681,284,0,12,79,83,38,59,54,64,16,24,95,83,52,72,177,117,15,25,47,78,0,12,0,12,59,68,49,55,6,1703,Suffolk County,Massachusetts
1500000US250251703007,420,235,94,91,0,12,48,57,0,12,92,75,0,12,65,77,14,22,13,23,36,42,0,12,28,44,16,30,14,22,7,1703,Suffolk County,Massachusetts
1500000US250251704001,554,255,33,37,0,12,69,80,0,12,35,41,81,111,82,64,49,39,0,12,0,12,0,12,96,134,71,81,38,60,1,1704,Suffolk County,Massachusetts
1500000US250251704002,815,308,25,29,58,76,0,12,37,57,85,64,48,59,12,19,133,146,0,12,108,80,59,74,20,32,81,81,149,152,2,1704,Suffolk County,Massachusetts
1500000US250251704003,646,241,21,29,15,25,0,12,81,79,13,21,98,94,100,61,55,53,1,2,31,35,0,12,0,12,129,102,102,95,3,1704,Suffolk County,Massachusetts
1500000US250251704004,1499,376,32,52,99,87,129,121,129,92,136,153,221,140,94,83,130,128,73,55,106,99,78,76,0,12,107,81,165,116,4,1704,Suffolk County,Massachusetts
1500000US250251705011,1058,195,83,54,100,71,60,51,84,44,18,21,203,87,112,63,80,57,14,15,110,96,57,63,0,12,111,80,26,24,1,1705.01,Suffolk County,Massachusetts
1500000US250251705012,585,169,43,34,26,39,10,16,44,33,81,52,51,32,109,73,86,58,12,19,18,20,0,12,0,12,82,51,23,21,2,1705.01,Suffolk County,Massachusetts
1500000US250251705021,538,180,17,27,9,14,15,17,65,43,8,13,76,57,72,45,144,103,12,20,26,26,29,36,24,25,22,17,19,20,1,1705.02,Suffolk County,Massachusetts
1500000US250251705022,699,129,39,42,0,12,0,12,92,48,79,76,159,72,37,31,76,48,56,49,39,31,23,25,19,21,34,31,46,45,2,1705.02,Suffolk County,Massachusetts
1500000US250251706011,786,196,73,49,54,32,24,25,21,25,54,61,121,74,19,21,141,95,48,34,95,62,31,23,14,23,45,33,46,32,1,1706.01,Suffolk County,Massachusetts
1500000US250251706012,977,310,106,59,17,19,23,36,41,56,165,113,108,101,162,124,141,86,37,42,36,36,0,12,24,27,28,27,89,92,2,1706.01,Suffolk County,Massachusetts
1500000US250251706013,581,193,45,42,10,16,19,30,41,33,96,107,86,54,67,51,68,74,15,23,19,24,0,12,19,20,68,58,28,31,3,1706.01,Suffolk County,Massachusetts
1500000US250251706014,738,466,54,49,105,161,96,135,57,39,1,6,94,87,80,52,31,28,56,61,0,12,12,19,10,18,82,51,60,63,4,1706.01,Suffolk County,Massachusetts
1500000US250251707011,361,109,14,22,18,18,48,37,32,30,27,17,26,19,70,63,20,17,12,13,5,8,13,14,0,12,32,26,44,36,1,1707.01,Suffolk County,Massachusetts
1500000US250251707012,673,142,52,45,52,34,4,6,19,16,62,44,65,44,69,40,98,54,27,21,62,41,28,32,15,13,47,32,73,41,2,1707.01,Suffolk County,Massachusetts
1500000US250251707021,520,279,0,12,82,133,0,12,112,129,0,12,46,51,78,76,19,30,19,31,109,113,0,12,0,12,21,35,34,40,1,1707.02,Suffolk County,Massachusetts
1500000US250251707022,460,242,0,12,0,12,31,39,26,68,0,12,54,87,55,65,206,187,0,12,28,37,0,12,0,12,50,63,10,27,2,1707.02,Suffolk County,Massachusetts
1500000US250251707023,1166,563,0,12,75,114,142,133,244,233,93,145,143,139,123,126,126,129,0,12,0,12,24,41,76,76,101,115,19,29,3,1707.02,Suffolk County,Massachusetts
1500000US250251707024,797,493,0,12,129,120,27,33,0,12,79,131,51,64,12,19,39,59,73,116,204,244,14,24,0,12,59,71,110,124,4,1707.02,Suffolk County,Massachusetts
1500000US250251707025,646,387,0,12,23,29,0,12,13,17,97,143,0,12,30,36,280,356,0,12,63,78,0,12,8,13,99,91,33,39,5,1707.02,Suffolk County,Massachusetts
1500000US250251708001,1028,323,133,117,58,74,0,12,66,65,80,91,61,57,61,54,146,97,82,76,101,92,24,28,86,90,14,22,116,73,1,1708,Suffolk County,Massachusetts
1500000US250251708002,532,202,0,12,18,29,19,30,0,12,0,12,198,124,15,24,98,93,8,12,34,39,9,14,22,34,45,44,66,80,2,1708,Suffolk County,Massachusetts
1500000US250251708003,417,194,1,3,190,112,0,12,0,12,16,26,52,61,11,18,62,77,0,12,0,12,51,79,0,12,0,12,34,38,3,1708,Suffolk County,Massachusetts
1500000US250251708004,968,686,0,12,171,138,138,158,12,20,144,166,34,39,105,98,159,162,0,12,0,12,73,59,0,12,23,37,109,89,4,1708,Suffolk County,Massachusetts
1500000US250251801011,746,240,23,30,0,12,11,18,87,92,51,50,159,163,72,64,69,52,0,12,45,46,202,199,0,12,27,35,0,12,1,1801.01,Suffolk County,Massachusetts
1500000US250251801012,641,315,13,21,10,17,19,22,30,26,32,63,60,54,135,93,206,216,29,33,52,67,0,12,0,12,7,11,48,38,2,1801.01,Suffolk County,Massachusetts
1500000US250251801013,1198,304,146,105,34,39,30,34,11,21,105,89,107,61,183,106,42,68,24,38,161,136,77,100,90,130,135,99,53,61,3,1801.01,Suffolk County,Massachusetts
1500000US250251802001,682,194,77,54,15,23,12,19,0,12,18,22,98,65,107,55,40,34,89,68,7,11,95,106,0,12,70,60,54,47,1,1802,Suffolk County,Massachusetts
1500000US250251802002,374,170,20,26,0,12,0,12,31,31,14,17,37,36,14,15,37,29,27,27,0,12,40,51,47,36,0,12,107,122,2,1802,Suffolk County,Massachusetts
1500000US250251802003,374,142,0,12,0,12,42,54,45,37,10,16,38,36,27,27,122,97,0,12,21,25,7,11,0,12,42,42,20,26,3,1802,Suffolk County,Massachusetts
1500000US250251802004,588,162,54,60,0,12,23,23,28,32,14,19,89,57,34,31,178,115,75,66,24,30,34,28,0,12,8,13,27,44,4,1802,Suffolk County,Massachusetts
1500000US250251803011,278,134,0,12,0,12,23,36,11,18,18,20,10,16,40,28,84,84,7,13,43,48,0,12,0,12,42,44,0,12,1,1803.01,Suffolk County,Massachusetts
1500000US250251803012,458,124,0,12,0,12,0,12,99,66,64,47,100,49,48,52,101,90,22,26,24,35,0,12,0,12,0,12,0,12,2,1803.01,Suffolk County,Massachusetts
1500000US250251803013,265,90,23,25,0,12,0,12,17,18,0,12,69,44,54,31,33,34,28,27,0,12,0,12,0,12,8,12,33,29,3,1803.01,Suffolk County,Massachusetts
1500000US250251803014,472,167,8,12,0,12,8,12,21,35,20,23,134,96,88,52,92,58,17,21,60,45,8,12,8,12,8,13,0,12,4,1803.01,Suffolk County,Massachusetts
1500000US250251804001,482,113,0,12,15,22,0,12,46,32,25,21,76,38,91,41,109,60,13,14,35,31,0,12,17,18,29,20,26,21,1,1804,Suffolk County,Massachusetts
1500000US250251804002,660,189,21,23,0,12,37,31,104,69,27,22,107,61,110,58,71,45,19,22,20,19,37,49,0,12,102,114,5,9,2,1804,Suffolk County,Massachusetts
1500000US250251805001,806,193,19,21,28,37,62,45,81,55,48,44,186,109,67,39,58,45,23,20,31,38,41,63,0,12,88,55,74,55,1,1805,Suffolk County,Massachusetts
1500000US250251805002,300,101,0,12,0,12,24,35,24,39,0,12,105,67,52,39,19,21,12,18,10,16,0,12,0,12,54,50,0,12,2,1805,Suffolk County,Massachusetts
1500000US250251805003,609,182,83,56,18,27,0,12,64,63,55,46,136,69,66,43,15,17,12,18,31,39,0,12,0,12,63,62,66,93,3,1805,Suffolk County,Massachusetts
1500000US250251805004,650,176,29,25,9,14,13,22,87,64,144,68,89,72,49,35,70,47,67,57,22,33,12,19,0,12,38,28,21,19,4,1805,Suffolk County,Massachusetts
1500000US250259801011,48,49,4,11,0,12,2,6,2,6,22,37,9,12,6,13,0,12,0,12,0,12,0,12,1,3,2,6,0,12,1,9801.01,Suffolk County,Massachusetts
1500000US250259803001,61,65,0,12,0,12,9,21,0,12,6,12,0,12,0,12,4,11,0,12,0,12,0,12,0,12,33,34,9,21,1,9803,Suffolk County,Massachusetts
1500000US250259807001,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9807,Suffolk County,Massachusetts
1500000US250259810001,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9810,Suffolk County,Massachusetts
1500000US250259811001,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9811,Suffolk County,Massachusetts
1500000US250259811002,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,9811,Suffolk County,Massachusetts
1500000US250259811003,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,9811,Suffolk County,Massachusetts
1500000US250259811004,98,46,0,12,0,12,8,12,8,6,22,24,10,16,4,6,0,12,0,12,9,14,4,6,12,20,10,16,11,18,4,9811,Suffolk County,Massachusetts
1500000US250259812011,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9812.01,Suffolk County,Massachusetts
